website_visits,email_opens,company_size,days_since_signup,converted
42,11,Medium,19,Yes
16,3,Small,29,No
23,4,Enterprise,26,Yes
39,9,Enterprise,10,No
28,6,Small,37,No
11,0,Small,57,No
23,10,Enterprise,14,Yes
45,6,Small,50,No
28,7,Medium,16,No
35,11,Enterprise,11,Yes
14,9,Medium,14,No
16,9,Enterprise,55,Yes
13,0,Small,24,No
30,6,Medium,16,Yes
12,6,Enterprise,21,Yes
1,2,Enterprise,38,No
18,3,Small,39,No
37,5,Medium,40,No
11,8,Small,32,No
27,3,Enterprise,46,No
10,4,Medium,59,Yes
37,11,Small,12,No
7,10,Small,14,No
1,12,Medium,35,No
8,11,Enterprise,25,No
30,2,Small,48,No
35,3,Small,16,No
1,9,Small,35,Yes
44,5,Medium,9,No
20,4,Small,35,No
29,9,Medium,1,Yes
17,6,Small,2,No
26,6,Small,43,No
43,8,Enterprise,43,No
14,11,Small,31,No
37,5,Enterprise,41,No
12,2,Enterprise,16,No
1,11,Small,3,Yes
24,7,Small,8,No
18,2,Enterprise,19,No
35,4,Medium,38,Yes
33,8,Enterprise,9,Yes
45,10,Medium,26,Yes
18,9,Enterprise,49,No
47,7,Enterprise,33,Yes
34,11,Enterprise,57,Yes
28,9,Medium,49,No
42,10,Small,1,Yes
17,1,Enterprise,35,No
31,1,Medium,53,No
30,2,Enterprise,31,No
7,5,Enterprise,10,No
40,10,Enterprise,39,No
10,6,Medium,33,No
26,8,Enterprise,35,Yes
43,7,Medium,17,No
27,3,Enterprise,45,No
17,10,Enterprise,55,No
21,0,Enterprise,26,No
28,2,Small,40,Yes
8,7,Small,31,No
47,3,Small,3,Yes
26,0,Medium,19,Yes
26,10,Small,45,No
20,8,Enterprise,47,No
24,8,Medium,9,No
33,3,Enterprise,12,No
49,2,Medium,4,No
4,6,Enterprise,54,No
19,6,Medium,24,No
39,1,Medium,6,No
25,11,Small,34,Yes
14,9,Small,9,Yes
12,4,Small,37,Yes
16,3,Small,48,No
46,10,Enterprise,33,No
47,0,Small,15,Yes
28,9,Medium,32,Yes
7,12,Enterprise,50,No
16,4,Medium,32,No
2,2,Small,22,No
24,0,Enterprise,35,No
33,1,Enterprise,59,No
13,8,Enterprise,2,No
27,9,Enterprise,26,No
19,5,Small,9,Yes
31,2,Small,33,No
36,0,Enterprise,39,No
25,12,Small,47,No
2,2,Enterprise,34,No
35,4,Medium,44,No
16,5,Medium,28,Yes
5,11,Medium,24,Yes
24,11,Small,27,No
12,11,Small,23,Yes
30,9,Enterprise,55,No
9,5,Medium,44,No
12,7,Medium,6,Yes
14,5,Small,27,No
32,4,Medium,40,Yes
9,0,Medium,1,Yes
41,1,Small,25,No
30,5,Medium,36,Yes
32,2,Enterprise,54,No
45,4,Small,13,Yes
40,7,Enterprise,50,No
14,0,Small,52,No
7,12,Medium,33,No
7,4,Small,14,No
41,9,Enterprise,25,No
21,5,Enterprise,47,Yes
40,12,Small,44,Yes
12,3,Medium,44,No
27,1,Enterprise,54,No
32,7,Small,15,No
28,3,Enterprise,36,No
2,11,Medium,55,Yes
41,4,Medium,44,No
10,9,Enterprise,12,No
42,12,Medium,37,Yes
34,12,Enterprise,32,Yes
41,1,Medium,2,No
27,1,Medium,18,No
16,11,Medium,29,No
11,8,Small,2,No
45,9,Small,48,No
30,12,Small,32,No
3,1,Enterprise,40,No
36,11,Medium,10,Yes
6,1,Medium,51,No
48,6,Enterprise,51,No
4,12,Enterprise,49,No
6,12,Enterprise,7,No
30,11,Small,32,Yes
10,12,Enterprise,4,Yes
18,1,Enterprise,41,No
41,1,Small,41,No
6,0,Medium,40,No
6,4,Small,19,No
38,2,Medium,12,No
13,12,Small,35,No
48,9,Enterprise,49,Yes
47,0,Small,14,No
49,8,Enterprise,10,No
27,6,Medium,49,Yes
41,12,Medium,43,Yes
10,9,Enterprise,56,Yes
43,0,Enterprise,47,No
21,3,Medium,11,No
2,3,Enterprise,47,No
5,2,Small,21,No
39,6,Small,25,Yes
1,2,Small,33,No
11,5,Small,53,No
46,12,Small,11,Yes
14,11,Small,5,Yes
27,1,Enterprise,23,Yes
49,6,Small,45,No
18,10,Small,42,No
11,2,Small,52,No
32,1,Enterprise,9,No
6,12,Small,55,No
44,3,Small,17,No
44,6,Enterprise,22,Yes
36,0,Medium,21,No
5,8,Medium,12,Yes
6,11,Medium,32,No
20,2,Medium,58,Yes
1,5,Medium,50,No
5,8,Small,11,Yes
36,6,Medium,34,No
28,9,Medium,51,Yes
21,6,Enterprise,42,No
49,11,Medium,47,Yes
33,12,Enterprise,18,Yes
14,8,Medium,41,Yes
20,8,Small,7,No
31,3,Enterprise,42,No
32,8,Enterprise,38,No
25,7,Enterprise,3,Yes
12,0,Small,3,No
39,9,Medium,15,No
45,2,Enterprise,39,No
37,2,Enterprise,13,Yes
37,0,Enterprise,50,No
1,2,Small,39,No
34,12,Medium,1,No
18,5,Small,40,No
43,11,Medium,10,Yes
23,9,Small,42,No
17,11,Medium,51,No
9,1,Medium,34,No
28,8,Enterprise,27,No
48,8,Enterprise,41,No
15,11,Small,30,Yes
43,6,Enterprise,49,Yes
13,2,Medium,46,No
41,6,Medium,6,No
11,0,Enterprise,15,Yes
10,2,Small,17,Yes
39,11,Medium,8,No
23,10,Enterprise,33,Yes
34,5,Medium,33,Yes
20,3,Enterprise,58,Yes
25,0,Enterprise,53,No
11,2,Enterprise,21,Yes
34,4,Medium,46,Yes
19,10,Small,11,Yes
3,6,Small,3,Yes
41,6,Small,6,No
44,3,Small,15,No
38,0,Medium,45,No
14,12,Medium,26,Yes
16,11,Enterprise,18,No
29,0,Enterprise,57,No
2,11,Enterprise,47,No
35,0,Enterprise,35,No
20,2,Small,14,No
16,4,Medium,47,No
5,11,Enterprise,39,No
45,9,Enterprise,19,Yes
42,6,Small,16,No
43,4,Enterprise,13,No
13,3,Small,12,No
5,8,Medium,48,No
13,7,Enterprise,13,No
9,2,Small,58,No
47,1,Medium,25,No
44,0,Enterprise,42,No
49,8,Small,7,No
42,10,Medium,41,No
11,2,Small,50,No
15,7,Enterprise,21,Yes
34,2,Enterprise,34,No
6,10,Medium,49,Yes
2,9,Enterprise,12,No
31,3,Enterprise,44,Yes
18,9,Medium,15,Yes
37,1,Medium,30,Yes
18,1,Medium,21,No
39,11,Enterprise,22,Yes
2,2,Medium,37,No
25,4,Enterprise,22,Yes
2,8,Small,18,No
48,10,Medium,8,No
2,3,Small,46,No
46,1,Medium,16,No
35,7,Medium,22,Yes
9,0,Enterprise,34,No
20,2,Small,13,Yes
33,11,Small,21,No
48,6,Medium,23,Yes
38,0,Enterprise,53,No
20,10,Medium,40,No
24,2,Enterprise,16,No
46,0,Enterprise,12,No
40,0,Enterprise,44,Yes
4,10,Small,19,No
12,12,Small,2,Yes
7,1,Enterprise,48,No
28,8,Medium,38,No
24,0,Small,32,Yes
48,7,Medium,48,No
36,1,Small,50,No
31,8,Small,56,Yes
26,1,Enterprise,1,No
39,1,Small,40,Yes
9,6,Small,11,No
4,9,Medium,17,No
34,7,Small,29,No
1,12,Small,8,No
44,4,Medium,18,Yes
19,2,Small,51,No
44,6,Enterprise,47,Yes
11,11,Enterprise,16,No
44,0,Small,11,No
46,10,Medium,28,No
40,0,Enterprise,45,Yes
41,11,Enterprise,9,Yes
45,8,Enterprise,2,No
10,11,Medium,9,Yes
8,12,Enterprise,30,Yes
41,4,Medium,39,Yes
28,10,Medium,12,Yes
42,6,Enterprise,38,No
17,11,Enterprise,4,No
11,3,Enterprise,19,No
3,3,Small,9,No
41,2,Medium,44,No
25,6,Small,2,No
6,1,Medium,36,Yes
35,11,Enterprise,38,No
14,1,Enterprise,47,No
29,4,Small,12,Yes
14,7,Medium,41,No
31,0,Small,20,Yes
42,7,Enterprise,26,No
6,8,Medium,19,No
7,5,Medium,10,Yes
34,6,Enterprise,55,No
7,4,Small,57,No
27,8,Enterprise,1,Yes
33,9,Medium,37,Yes
36,4,Small,12,No
45,12,Enterprise,26,No
43,12,Small,28,No
7,4,Small,35,No
24,5,Enterprise,5,Yes
22,9,Medium,55,Yes
21,11,Enterprise,2,Yes
18,2,Medium,13,No
8,7,Enterprise,1,Yes
27,5,Medium,6,Yes
15,5,Enterprise,44,No
16,5,Small,8,Yes
8,7,Enterprise,20,No
49,0,Small,59,No
47,11,Small,45,No
45,9,Enterprise,35,No
2,4,Small,40,No
2,11,Small,22,Yes
45,12,Medium,56,No
28,9,Medium,30,Yes
27,1,Medium,32,No
22,4,Small,2,No
30,7,Medium,36,Yes
41,4,Small,32,No
4,9,Enterprise,49,No
48,6,Small,5,Yes
11,4,Medium,5,No
45,11,Enterprise,22,Yes
35,9,Small,38,No
15,4,Enterprise,42,No
12,6,Enterprise,1,Yes
38,3,Medium,52,No
47,2,Small,51,No
12,3,Medium,37,No
46,7,Enterprise,10,No
18,7,Small,16,Yes
31,9,Medium,12,No
37,6,Medium,38,Yes
33,3,Enterprise,2,Yes
26,7,Medium,8,Yes
4,10,Small,22,No
33,8,Medium,13,Yes
11,12,Medium,32,No
11,9,Enterprise,55,No
36,11,Enterprise,24,No
34,9,Enterprise,44,Yes
38,2,Small,56,No
42,7,Small,16,Yes
5,11,Small,33,Yes
34,11,Medium,20,Yes
38,8,Medium,22,No
9,11,Enterprise,42,Yes
48,11,Enterprise,55,Yes
3,11,Medium,14,No
31,8,Enterprise,39,No
42,9,Medium,24,No
39,4,Medium,32,No
7,9,Enterprise,20,Yes
49,10,Medium,1,Yes
12,12,Small,15,No
40,6,Small,28,No
6,12,Enterprise,40,No
23,6,Medium,42,No
30,4,Medium,25,Yes
16,1,Small,8,No
39,3,Medium,20,No
45,6,Small,26,Yes
16,3,Small,56,No
8,12,Small,34,No
26,6,Enterprise,32,No
43,7,Enterprise,4,Yes
35,4,Enterprise,37,No
41,4,Medium,13,No
48,4,Enterprise,31,Yes
18,4,Medium,1,Yes
19,0,Medium,29,No
15,7,Small,38,No
18,8,Small,47,No
47,3,Medium,9,No
41,6,Enterprise,44,No
10,7,Small,22,No
25,1,Enterprise,2,Yes
34,10,Medium,17,Yes
11,2,Enterprise,37,No
15,3,Small,3,Yes
5,12,Small,25,Yes
45,1,Enterprise,48,Yes
37,6,Enterprise,18,Yes
13,11,Small,32,No
6,10,Small,38,No
32,8,Small,16,Yes
47,5,Small,9,Yes
27,10,Medium,49,Yes
27,0,Enterprise,10,No
37,5,Medium,32,Yes
23,2,Medium,15,Yes
17,11,Medium,3,No
14,11,Medium,26,Yes
17,4,Medium,3,No
23,5,Small,12,Yes
3,1,Enterprise,53,No
11,1,Enterprise,3,No
38,10,Enterprise,1,No
33,1,Medium,15,Yes
33,6,Small,58,No
20,10,Medium,59,No
1,12,Medium,58,Yes
13,11,Enterprise,25,Yes
9,2,Medium,30,No
26,6,Medium,8,No
16,1,Enterprise,8,No
27,10,Enterprise,28,Yes
20,7,Enterprise,17,No
42,5,Enterprise,57,No
37,4,Enterprise,54,No
24,0,Enterprise,33,No
45,2,Medium,6,No
45,12,Small,23,No
21,12,Small,12,No
29,5,Small,35,No
6,7,Medium,28,Yes
47,2,Small,15,Yes
26,0,Medium,33,No
11,3,Medium,49,Yes
45,1,Medium,26,Yes
40,0,Enterprise,57,No
3,10,Small,59,No
16,6,Enterprise,57,No
37,10,Small,16,Yes
18,6,Enterprise,52,No
17,10,Medium,35,No
49,0,Small,13,No
45,5,Small,56,Yes
35,11,Medium,45,No
34,4,Medium,19,Yes
5,0,Small,25,No
15,3,Enterprise,14,No
12,5,Medium,20,No
13,3,Enterprise,38,No
17,8,Small,11,Yes
23,1,Small,52,Yes
49,1,Small,19,No
46,10,Enterprise,20,Yes
32,7,Enterprise,58,No
14,3,Small,56,No
20,8,Small,43,No
20,12,Small,6,Yes
11,3,Enterprise,11,No
4,4,Small,46,No
22,6,Medium,36,No
38,9,Small,20,Yes
8,12,Small,8,No
16,1,Medium,24,Yes
47,9,Enterprise,53,No
19,7,Enterprise,59,No
47,0,Small,3,No
45,4,Medium,45,Yes
32,10,Enterprise,4,Yes
11,2,Enterprise,31,No
47,12,Enterprise,36,No
36,9,Medium,46,No
10,0,Small,33,No
7,8,Small,48,No
49,9,Medium,15,No
6,12,Medium,37,No
10,9,Small,20,No
49,1,Enterprise,7,No
8,11,Medium,10,No
31,9,Small,57,Yes
27,1,Small,46,No
13,4,Medium,4,No
38,1,Enterprise,10,No
23,10,Enterprise,44,Yes
48,12,Enterprise,13,No
7,0,Medium,17,No
21,9,Enterprise,29,Yes
3,8,Medium,40,No
32,6,Medium,17,No
3,0,Medium,46,No
42,11,Medium,51,Yes
30,2,Enterprise,11,No
11,11,Medium,10,Yes
1,5,Medium,6,No
39,4,Small,11,No
23,3,Medium,23,No
5,7,Enterprise,46,Yes
26,3,Enterprise,19,No
42,11,Small,9,Yes
37,2,Medium,53,No
32,8,Medium,25,No
26,10,Small,23,No
17,7,Medium,38,No
33,2,Medium,6,No
36,7,Small,38,No
46,0,Enterprise,49,No
15,10,Enterprise,32,No
21,1,Small,3,No
37,12,Medium,37,Yes
15,5,Medium,42,No
26,7,Medium,1,Yes
5,8,Enterprise,54,No
23,10,Medium,39,Yes
28,10,Enterprise,44,Yes
25,12,Medium,32,Yes
37,1,Medium,30,Yes
27,5,Small,8,Yes
37,4,Enterprise,25,No
37,4,Medium,16,Yes
47,6,Enterprise,13,No
24,6,Enterprise,41,Yes
28,0,Enterprise,52,No
49,3,Small,41,No
3,6,Medium,28,No
10,0,Medium,56,No
7,8,Small,26,Yes
12,3,Small,56,No
4,6,Medium,56,No
36,6,Enterprise,3,No
25,1,Medium,1,Yes
22,1,Medium,33,No
22,12,Enterprise,24,Yes
47,9,Medium,41,Yes
34,0,Medium,57,No
27,11,Medium,49,No
36,2,Medium,8,No
2,12,Small,24,No
6,12,Medium,34,No
5,7,Small,52,No
2,0,Small,53,No
22,10,Enterprise,50,Yes
27,9,Medium,38,No
13,6,Enterprise,37,Yes
49,5,Small,57,Yes
36,5,Enterprise,39,Yes
49,9,Medium,8,No
35,0,Medium,59,No
13,3,Medium,54,No
20,5,Small,56,Yes
29,9,Medium,50,No
29,12,Small,51,No
1,0,Small,45,No
42,2,Medium,43,No
12,12,Enterprise,16,No
36,12,Small,46,No
14,5,Enterprise,35,No
14,1,Enterprise,26,No
36,10,Enterprise,35,Yes
13,2,Enterprise,25,No
11,1,Small,1,No
33,11,Small,4,No
31,11,Medium,13,Yes
31,2,Medium,15,Yes
36,6,Enterprise,25,Yes
23,2,Small,55,No
26,3,Enterprise,25,No
10,1,Enterprise,46,No
20,10,Medium,27,No
43,4,Medium,27,No
4,9,Medium,11,No
37,1,Enterprise,47,No
23,8,Medium,32,No
17,1,Small,47,No
25,4,Enterprise,25,No
47,10,Medium,43,Yes
8,9,Enterprise,12,No
38,10,Medium,48,No
3,3,Small,25,No
38,4,Small,58,No
36,3,Enterprise,30,Yes
37,0,Small,21,No
45,8,Small,27,Yes
37,10,Small,5,No
26,7,Small,7,No
14,3,Small,3,Yes
28,9,Medium,22,No
43,12,Small,58,No
34,10,Small,9,No
21,0,Medium,13,No
47,2,Small,16,No
6,0,Medium,36,No
23,10,Enterprise,16,Yes
10,1,Enterprise,49,No
39,6,Small,22,Yes
36,5,Small,21,No
11,9,Small,24,Yes
20,8,Small,31,No
41,4,Enterprise,2,Yes
43,10,Enterprise,4,Yes
15,3,Enterprise,53,No
22,12,Enterprise,14,Yes
34,12,Small,8,No
37,10,Medium,8,No
25,11,Small,18,No
22,10,Small,7,Yes
47,6,Small,46,Yes
47,12,Small,34,No
22,0,Small,25,No
43,0,Medium,17,No
5,2,Enterprise,21,Yes
22,12,Medium,23,Yes
32,9,Medium,5,Yes
10,12,Medium,56,No
40,8,Small,26,Yes
25,11,Enterprise,28,No
19,2,Enterprise,35,Yes
37,9,Enterprise,42,No
49,6,Enterprise,10,Yes
34,5,Enterprise,16,No
45,7,Medium,29,No
23,2,Medium,5,No
29,1,Small,45,Yes
23,10,Enterprise,1,Yes
25,3,Enterprise,13,No
17,11,Enterprise,23,No
3,11,Medium,49,No
41,7,Medium,52,No
28,4,Medium,9,Yes
44,5,Small,10,No
43,5,Enterprise,50,Yes
32,10,Medium,40,Yes
30,4,Enterprise,30,No
34,6,Small,2,Yes
45,4,Small,24,No
9,8,Medium,4,No
44,11,Enterprise,47,No
30,12,Enterprise,40,Yes
3,1,Enterprise,29,Yes
13,4,Small,37,No
19,3,Enterprise,58,No
24,4,Medium,59,No
47,1,Medium,45,No
36,7,Small,47,No
35,9,Medium,57,Yes
41,8,Medium,24,No
41,7,Small,35,No
31,11,Enterprise,7,Yes
12,5,Enterprise,41,Yes
47,9,Small,59,Yes
32,1,Small,41,No
32,9,Small,51,No
43,9,Small,24,Yes
17,1,Enterprise,13,No
42,11,Small,33,No
14,12,Enterprise,49,Yes
6,7,Medium,8,No
34,4,Medium,50,No
45,11,Enterprise,15,Yes
26,3,Medium,31,No
43,11,Enterprise,7,Yes
38,0,Enterprise,1,No
32,11,Small,40,No
12,1,Small,27,No
2,9,Enterprise,19,No
49,0,Enterprise,11,Yes
48,8,Small,3,Yes
10,10,Medium,41,Yes
32,7,Medium,22,Yes
3,8,Small,30,Yes
21,3,Enterprise,4,No
7,12,Medium,9,No
37,2,Medium,50,No
1,6,Small,22,No
21,7,Small,17,No
23,4,Medium,4,No
16,10,Medium,2,No
34,9,Small,19,Yes
11,4,Medium,15,No
23,12,Medium,51,Yes
25,6,Enterprise,55,No
42,12,Medium,15,Yes
37,4,Medium,14,Yes
46,10,Medium,6,No
15,3,Enterprise,11,No
4,2,Small,51,No
24,11,Enterprise,48,Yes
39,12,Medium,19,No
35,1,Small,3,No
42,11,Small,7,No
31,5,Medium,1,No
13,9,Medium,35,No
33,11,Enterprise,53,No
44,8,Medium,49,Yes
46,5,Small,13,Yes
11,2,Enterprise,44,No
8,0,Enterprise,22,No
2,5,Enterprise,52,Yes
5,4,Enterprise,40,No
39,4,Small,15,No
11,3,Small,45,No
10,2,Small,52,No
1,11,Enterprise,5,Yes
30,12,Medium,10,No
22,11,Enterprise,40,Yes
30,7,Medium,58,Yes
45,1,Medium,12,No
42,9,Small,48,No
40,3,Enterprise,9,Yes
10,5,Enterprise,11,No
42,11,Enterprise,28,Yes
16,7,Medium,29,No
31,8,Small,31,No
46,4,Enterprise,47,No
43,9,Medium,38,No
11,0,Medium,31,Yes
9,10,Medium,22,No
1,1,Small,6,No
15,1,Enterprise,50,No
7,0,Small,20,No
42,9,Enterprise,33,No
5,3,Medium,30,No
13,12,Small,25,No
40,3,Enterprise,1,No
42,3,Medium,47,No
39,0,Enterprise,43,No
10,9,Small,19,Yes
24,10,Enterprise,36,Yes
37,9,Medium,12,No
18,12,Small,4,Yes
41,1,Small,31,No
30,1,Small,13,No
4,6,Medium,39,No
27,8,Enterprise,11,Yes
49,6,Small,36,Yes
5,8,Medium,4,No
41,9,Enterprise,38,Yes
4,5,Enterprise,56,No
19,8,Medium,38,Yes
13,1,Enterprise,30,Yes
33,1,Small,45,Yes
19,11,Enterprise,26,Yes
47,8,Small,14,Yes
18,10,Small,39,No
7,11,Enterprise,34,No
18,11,Medium,17,No
49,9,Enterprise,52,Yes
35,7,Enterprise,32,No
11,9,Small,41,No
36,6,Medium,30,No
24,1,Small,52,Yes
38,3,Medium,50,No
26,3,Medium,37,No
11,9,Small,55,No
39,10,Medium,2,Yes
22,7,Small,53,Yes
42,6,Small,18,Yes
45,5,Small,50,No
22,0,Small,46,No
48,3,Enterprise,25,No
49,3,Medium,4,Yes
33,8,Small,27,No
9,1,Enterprise,38,No
3,1,Small,16,No
39,8,Medium,23,No
38,8,Enterprise,54,Yes
10,11,Enterprise,26,Yes
29,0,Small,6,No
14,2,Medium,14,No
18,4,Medium,52,Yes
44,1,Medium,3,No
15,11,Small,5,Yes
49,12,Medium,1,Yes
16,4,Small,26,No
2,0,Small,36,No
30,0,Small,1,No
21,2,Enterprise,50,No
4,5,Enterprise,45,No
36,12,Enterprise,40,No
17,10,Medium,49,Yes
3,1,Small,33,No
42,1,Enterprise,57,Yes
12,8,Small,27,Yes
39,1,Medium,26,No
44,7,Medium,31,No
5,0,Medium,54,No
38,6,Medium,56,No
17,1,Small,48,No
49,7,Enterprise,40,No
3,11,Medium,39,No
12,3,Small,29,No
23,7,Medium,56,No
41,9,Enterprise,12,Yes
37,4,Small,52,No
31,10,Enterprise,43,Yes
16,10,Enterprise,49,No
10,6,Enterprise,1,No
24,3,Enterprise,47,Yes
37,7,Medium,51,No
14,8,Medium,22,No
37,9,Enterprise,57,Yes
21,7,Medium,8,No
32,10,Enterprise,25,No
18,12,Enterprise,40,No
23,5,Medium,45,No
1,6,Enterprise,49,Yes
34,3,Medium,53,No
22,10,Enterprise,43,Yes
44,11,Enterprise,56,Yes
48,11,Enterprise,6,Yes
15,9,Enterprise,31,No
15,5,Enterprise,2,Yes
46,9,Medium,3,Yes
20,4,Enterprise,37,No
28,2,Small,34,No
30,8,Medium,18,No
7,7,Enterprise,18,No
49,4,Enterprise,24,No
1,11,Enterprise,28,Yes
9,3,Enterprise,47,Yes
32,0,Small,47,No
5,6,Medium,34,No
30,0,Medium,3,Yes
19,12,Medium,17,Yes
3,4,Medium,7,No
35,5,Enterprise,24,No
18,12,Medium,13,Yes
4,3,Enterprise,19,No
24,0,Medium,31,No
49,2,Enterprise,20,No
11,11,Medium,37,Yes
14,8,Small,30,Yes
32,9,Enterprise,46,No
31,5,Medium,42,Yes
6,12,Small,36,No
2,0,Enterprise,13,No
24,9,Medium,35,No
23,7,Enterprise,11,Yes
23,0,Medium,3,Yes
37,0,Medium,59,No
29,10,Small,17,No
12,11,Enterprise,56,Yes
14,9,Enterprise,13,No
44,4,Medium,13,Yes
4,5,Small,39,No
3,6,Enterprise,34,No
47,5,Enterprise,56,No
33,9,Small,53,Yes
29,9,Small,10,No
38,1,Small,14,Yes
21,9,Medium,55,Yes
9,7,Medium,40,No
37,11,Small,59,Yes
42,9,Small,30,Yes
7,2,Medium,52,No
17,4,Small,51,No
48,2,Enterprise,24,No
12,0,Small,44,No
7,5,Medium,16,No
34,5,Small,6,No
49,0,Enterprise,6,Yes
12,3,Medium,27,No
41,5,Medium,50,No
27,1,Enterprise,28,No
41,9,Small,59,Yes
36,9,Small,17,No
44,3,Enterprise,54,No
45,5,Medium,23,Yes
49,6,Medium,51,No
34,11,Medium,35,Yes
27,7,Medium,17,Yes
12,9,Enterprise,5,Yes
26,0,Small,39,No
28,5,Medium,1,No
4,6,Medium,10,No
16,2,Medium,18,No
42,1,Medium,14,Yes
15,8,Enterprise,48,No
8,8,Medium,5,No
47,3,Enterprise,52,Yes
12,3,Medium,49,No
4,1,Medium,28,No
3,4,Medium,44,No
22,5,Enterprise,25,No
44,9,Enterprise,24,No
21,11,Medium,23,No
2,3,Medium,10,Yes
27,5,Enterprise,16,Yes
10,2,Small,1,No
42,2,Enterprise,37,No
26,3,Medium,11,Yes
25,6,Small,13,No
9,9,Small,35,No
39,9,Small,38,No
49,8,Enterprise,15,Yes
33,6,Enterprise,50,No
11,0,Enterprise,4,No
37,10,Medium,54,No
3,2,Medium,42,No
25,2,Enterprise,15,No
6,11,Small,42,No
44,7,Small,40,No
2,9,Medium,28,Yes
7,11,Small,13,Yes
1,4,Medium,3,No
39,0,Small,16,Yes
25,10,Medium,5,No
17,10,Small,43,No
10,6,Enterprise,19,No
17,10,Small,22,No
29,1,Medium,14,No
38,6,Small,50,No
41,6,Enterprise,39,Yes
11,1,Small,48,Yes
15,10,Small,44,No
25,8,Small,28,No
47,12,Enterprise,24,Yes
18,4,Small,19,No
43,8,Small,11,No
32,6,Small,13,No
10,6,Small,21,No
38,11,Enterprise,24,Yes
7,5,Enterprise,20,No
44,11,Medium,14,No
42,10,Small,54,Yes
30,7,Small,6,Yes
48,6,Enterprise,6,Yes
21,8,Small,49,No
26,8,Enterprise,3,No
24,12,Enterprise,33,No
39,11,Enterprise,29,Yes
20,6,Medium,12,No
8,9,Medium,13,Yes
30,6,Medium,1,Yes
13,7,Enterprise,34,Yes
10,11,Enterprise,9,No
32,9,Medium,20,Yes
3,8,Medium,34,No
44,2,Small,51,No
39,0,Enterprise,44,Yes
48,4,Enterprise,22,No
12,1,Small,16,No
26,7,Small,32,Yes
23,2,Small,48,No
46,1,Small,5,Yes
3,5,Enterprise,4,No
8,1,Small,59,No
15,10,Small,50,Yes
45,5,Small,14,No
17,12,Medium,33,Yes
31,9,Enterprise,29,Yes
42,3,Enterprise,4,No
40,3,Small,49,No
19,4,Small,49,Yes
33,12,Medium,37,Yes
26,0,Enterprise,40,No
5,11,Medium,2,No
19,2,Enterprise,45,No
1,12,Small,24,No
33,2,Small,3,Yes
1,8,Enterprise,32,No
32,4,Small,9,No
42,6,Small,5,Yes
47,11,Small,1,No
9,7,Medium,57,Yes
34,10,Small,15,No
18,9,Enterprise,39,No
22,1,Enterprise,39,Yes
3,11,Medium,3,Yes
27,10,Small,4,Yes
39,12,Small,14,No
21,1,Enterprise,32,No
41,3,Small,28,No
7,8,Medium,7,No
42,0,Medium,50,No
13,12,Medium,56,No
42,9,Enterprise,48,No
21,5,Medium,47,No
15,3,Small,57,No
38,11,Small,42,No
42,4,Enterprise,8,No
37,5,Medium,29,No
22,8,Enterprise,4,No
4,3,Small,35,No
35,1,Enterprise,35,No
28,9,Medium,29,No
20,11,Enterprise,3,No
25,10,Enterprise,14,Yes
1,12,Small,11,Yes
32,5,Small,8,Yes
24,7,Medium,46,Yes
35,8,Medium,31,Yes
49,10,Enterprise,30,Yes
29,11,Enterprise,27,Yes
13,5,Small,27,No
36,0,Medium,28,No
6,6,Medium,12,No
39,3,Small,50,No
43,5,Medium,13,Yes
11,12,Medium,58,No
39,8,Enterprise,48,Yes
3,7,Small,51,No
32,1,Enterprise,33,No
24,4,Enterprise,1,Yes
15,11,Enterprise,32,No
41,1,Enterprise,18,No
37,6,Medium,57,Yes
24,9,Enterprise,11,Yes
9,2,Small,23,No
38,6,Enterprise,18,No
43,2,Medium,32,No
45,8,Small,21,Yes
47,10,Enterprise,10,No
8,7,Enterprise,21,No
36,8,Medium,33,Yes
7,9,Medium,17,No
15,3,Medium,38,No
26,12,Small,44,Yes
40,6,Small,59,No
19,4,Enterprise,40,Yes
12,7,Medium,51,No
10,8,Small,18,Yes
9,1,Enterprise,40,No
32,3,Small,19,Yes
11,6,Small,4,No
11,4,Medium,4,No
38,9,Enterprise,10,Yes
35,11,Medium,43,No
44,11,Enterprise,39,Yes
36,7,Medium,6,No
4,2,Medium,28,No
35,5,Medium,13,No
42,0,Enterprise,25,No
21,1,Enterprise,13,Yes
40,8,Medium,41,Yes
16,10,Medium,57,No
34,9,Medium,13,No
29,1,Medium,16,No
16,6,Medium,1,No
42,12,Small,21,No
29,9,Medium,53,Yes
21,9,Enterprise,9,No
46,10,Medium,18,Yes
8,6,Enterprise,37,No
17,8,Medium,28,No
17,2,Medium,54,No
17,6,Small,16,No
47,3,Medium,10,No
42,1,Small,40,No
24,0,Small,58,No
16,2,Enterprise,37,No
44,2,Enterprise,59,No
10,3,Small,41,No
22,8,Small,58,Yes
45,12,Medium,14,No
12,4,Enterprise,38,No
15,1,Medium,17,Yes
6,10,Medium,55,No
37,3,Medium,26,Yes
28,0,Medium,26,No
42,11,Small,54,No
19,8,Medium,44,Yes
26,4,Medium,34,No
5,10,Enterprise,32,Yes
33,0,Small,32,No
32,4,Small,2,Yes
10,9,Medium,15,No
22,12,Medium,34,No
24,4,Enterprise,48,No
21,11,Small,1,Yes
37,3,Small,18,No
40,8,Medium,34,Yes
4,6,Medium,27,No
40,11,Small,58,No
8,3,Small,46,No
18,2,Medium,37,No
36,3,Small,54,No
47,7,Small,31,No
40,4,Small,30,No
