first_order_value,orders_first_90_days,subscription_status,referral_count,segment
78.85,4,One-Time,2,Standard
114.55,10,Subscriber,1,Premium
100.34,4,One-Time,2,Standard
17.98,1,One-Time,4,Budget
143.92,5,One-Time,1,Premium
125.99,10,One-Time,2,Premium
32.54,8,Subscriber,3,Premium
122.87,7,One-Time,2,Premium
31.79,9,One-Time,5,Standard
27.94,9,Subscriber,2,Standard
113.33,11,One-Time,3,Premium
26.48,5,One-Time,2,Budget
130.13,10,One-Time,4,Premium
146.18,4,Subscriber,2,Premium
68.56,2,Subscriber,3,Premium
43.53,6,One-Time,5,Standard
19.62,6,One-Time,4,Standard
40.09,1,Subscriber,3,Standard
69.27,11,Subscriber,1,Premium
46.49,9,Subscriber,2,Standard
122.97,8,One-Time,4,Premium
89.03,9,Subscriber,1,Premium
95.74,5,One-Time,4,Premium
64.02,5,Subscriber,0,Standard
140.19,10,One-Time,4,Premium
74.68,9,One-Time,1,Standard
74.35,5,One-Time,3,Premium
61.42,7,One-Time,3,Premium
64.84,1,Subscriber,4,Standard
147.94,3,One-Time,0,Standard
131.54,7,Subscriber,0,Premium
141.52,2,Subscriber,2,Premium
120.43,11,One-Time,0,Premium
46.42,10,Subscriber,4,Premium
119.83,7,One-Time,5,Premium
136.5,8,One-Time,3,Premium
45.01,1,One-Time,2,Budget
127.05,4,One-Time,0,Standard
47.8,5,Subscriber,5,Standard
74.57,4,Subscriber,1,Premium
33.49,1,One-Time,2,Budget
56.97,2,Subscriber,0,Standard
54.09,3,One-Time,0,Standard
110.22,2,Subscriber,4,Premium
140.78,4,Subscriber,4,Premium
66.58,2,One-Time,2,Standard
90.58,6,One-Time,3,Premium
37.34,2,Subscriber,1,Standard
113.28,2,Subscriber,3,Premium
20.14,9,Subscriber,2,Standard
51.53,1,Subscriber,4,Standard
121.8,1,Subscriber,5,Premium
40.83,6,One-Time,3,Standard
120.43,7,Subscriber,5,Premium
91.36,9,One-Time,4,Premium
124.56,11,Subscriber,5,Premium
102.92,9,Subscriber,4,Premium
80.26,2,One-Time,3,Standard
33.37,11,One-Time,3,Premium
41.06,5,One-Time,3,Standard
70.43,8,One-Time,0,Standard
80.95,2,One-Time,5,Standard
130.17,7,Subscriber,2,Premium
76.21,5,One-Time,1,Standard
97.98,10,One-Time,2,Premium
100.57,3,Subscriber,0,Premium
66.53,2,One-Time,0,Budget
15.75,3,One-Time,4,Standard
65.88,8,One-Time,2,Standard
87.24,8,Subscriber,2,Premium
119.71,6,One-Time,0,Standard
94.28,2,Subscriber,5,Premium
48.3,8,Subscriber,1,Premium
117.78,9,Subscriber,1,Premium
47.76,5,Subscriber,3,Standard
144.9,11,Subscriber,5,Premium
139.2,1,One-Time,4,Standard
128.26,7,One-Time,4,Premium
134.45,2,Subscriber,1,Premium
108.73,3,One-Time,3,Premium
114.96,6,One-Time,2,Standard
62.53,4,Subscriber,0,Standard
97.56,11,Subscriber,1,Premium
39.11,8,One-Time,2,Standard
44.14,2,Subscriber,4,Standard
29.92,4,Subscriber,0,Standard
119.26,6,One-Time,0,Standard
67.83,3,One-Time,3,Standard
82.78,6,One-Time,1,Premium
141.28,11,One-Time,3,Premium
148.09,6,Subscriber,3,Premium
99.12,1,Subscriber,0,Standard
148.46,4,Subscriber,3,Premium
35.4,4,Subscriber,2,Standard
148.58,2,Subscriber,5,Premium
108.12,5,Subscriber,5,Premium
36.7,7,Subscriber,3,Premium
57.81,5,Subscriber,3,Premium
63.28,2,Subscriber,4,Premium
39.02,6,Subscriber,4,Premium
99.88,10,Subscriber,2,Premium
135.53,5,Subscriber,0,Premium
38.04,10,Subscriber,5,Premium
69.8,11,Subscriber,0,Premium
112.46,3,One-Time,0,Standard
132.24,7,Subscriber,2,Premium
39.71,5,Subscriber,1,Standard
53.95,2,One-Time,1,Standard
143.22,5,Subscriber,3,Premium
83.69,11,One-Time,5,Premium
47.56,2,One-Time,2,Standard
72.01,4,Subscriber,3,Premium
50.42,11,One-Time,4,Premium
122.01,5,One-Time,1,Standard
47.27,11,Subscriber,3,Premium
60.38,2,One-Time,5,Standard
133.46,1,One-Time,2,Standard
20.83,6,Subscriber,1,Standard
145.18,10,Subscriber,4,Premium
149.18,10,Subscriber,5,Premium
34.3,1,Subscriber,2,Standard
47.84,1,Subscriber,0,Standard
49.75,5,Subscriber,1,Standard
43.68,5,Subscriber,4,Premium
60.26,4,One-Time,0,Standard
70.86,8,Subscriber,1,Premium
84.38,10,One-Time,3,Premium
122.99,8,Subscriber,3,Premium
146.81,2,Subscriber,3,Premium
88.47,5,One-Time,1,Standard
93.66,8,One-Time,1,Premium
129.64,5,Subscriber,4,Premium
89.86,9,One-Time,4,Premium
66.52,6,One-Time,0,Standard
82.87,3,One-Time,5,Premium
40.37,4,Subscriber,0,Standard
146.82,8,Subscriber,1,Premium
133.41,4,One-Time,3,Premium
71.55,5,Subscriber,0,Standard
39.14,2,Subscriber,2,Standard
26.74,8,One-Time,2,Standard
64.97,11,One-Time,3,Premium
90.27,3,Subscriber,4,Premium
130.51,8,One-Time,5,Premium
29.46,9,Subscriber,5,Premium
30.21,9,One-Time,3,Standard
17.88,1,One-Time,2,Budget
55.64,10,One-Time,4,Premium
137.9,6,Subscriber,4,Premium
39.41,2,One-Time,3,Standard
77,5,Subscriber,0,Standard
56.91,7,Subscriber,5,Premium
91.59,4,Subscriber,0,Premium
88.63,6,One-Time,5,Premium
149.25,1,Subscriber,3,Premium
91.62,8,Subscriber,0,Premium
147.79,2,Subscriber,1,Standard
92.63,8,One-Time,0,Premium
116.76,10,One-Time,1,Premium
88.89,5,One-Time,0,Standard
107.03,4,One-Time,2,Standard
74.28,5,One-Time,4,Premium
98.14,3,One-Time,4,Standard
68.7,4,One-Time,0,Standard
130.36,10,One-Time,1,Premium
33.49,4,One-Time,4,Standard
37.14,8,Subscriber,5,Premium
101.1,5,One-Time,4,Premium
35.82,11,One-Time,0,Standard
83.26,11,One-Time,4,Premium
41.24,6,One-Time,5,Standard
121.64,7,One-Time,0,Premium
33.03,8,Subscriber,5,Premium
137.63,11,Subscriber,1,Premium
16.42,9,Subscriber,2,Standard
139.38,1,One-Time,1,Standard
43.29,4,Subscriber,1,Standard
110.66,9,Subscriber,2,Premium
24.52,10,One-Time,2,Standard
84.85,11,One-Time,2,Premium
83.93,10,One-Time,5,Premium
72.98,4,Subscriber,4,Premium
114.34,10,Subscriber,0,Premium
119.07,7,One-Time,2,Premium
33.65,7,One-Time,2,Standard
37.92,2,One-Time,5,Standard
16.24,2,Subscriber,0,Budget
62.77,8,Subscriber,5,Premium
73.14,4,One-Time,0,Standard
39.75,6,Subscriber,2,Standard
135.54,3,One-Time,1,Standard
140.64,4,Subscriber,1,Premium
48.51,7,One-Time,1,Standard
91.21,7,Subscriber,4,Premium
29.92,7,One-Time,0,Standard
131.27,11,One-Time,2,Premium
101.26,8,Subscriber,1,Premium
124.46,7,Subscriber,1,Premium
24.73,6,One-Time,3,Standard
128.33,9,Subscriber,3,Premium
98.64,5,One-Time,4,Premium
61,5,Subscriber,4,Premium
147.56,9,One-Time,3,Premium
90.4,4,Subscriber,3,Premium
142.08,7,One-Time,1,Premium
103.21,8,Subscriber,1,Premium
29.31,7,One-Time,0,Standard
51.75,10,One-Time,4,Premium
74.09,3,Subscriber,0,Standard
56.26,9,Subscriber,0,Premium
84.52,6,One-Time,0,Standard
22.53,5,One-Time,0,Budget
107.13,3,Subscriber,5,Premium
71.28,10,One-Time,3,Premium
105.4,9,One-Time,1,Premium
112.53,4,One-Time,4,Premium
137.28,5,Subscriber,4,Premium
96.32,9,One-Time,3,Premium
133.33,4,One-Time,4,Premium
48.79,1,Subscriber,0,Budget
72.52,1,One-Time,4,Standard
116.75,11,Subscriber,4,Premium
119.13,6,One-Time,4,Premium
57.85,1,Subscriber,4,Standard
100.26,1,Subscriber,4,Premium
63.84,3,One-Time,4,Standard
110.39,11,One-Time,3,Premium
125.04,8,Subscriber,0,Premium
105.57,4,Subscriber,4,Premium
62.27,6,One-Time,4,Standard
44.56,7,One-Time,4,Standard
72.25,11,One-Time,1,Standard
82.05,2,One-Time,5,Standard
124.2,9,Subscriber,4,Premium
96.49,7,Subscriber,1,Premium
58.83,11,Subscriber,3,Premium
137.08,6,Subscriber,2,Premium
25.34,4,Subscriber,1,Standard
126.82,9,Subscriber,4,Premium
91.92,6,Subscriber,4,Premium
92.87,3,One-Time,2,Standard
103.03,4,Subscriber,0,Premium
78.7,8,Subscriber,0,Premium
18.28,11,Subscriber,1,Standard
76.98,9,One-Time,1,Standard
123.22,4,One-Time,1,Standard
125.09,9,One-Time,1,Premium
101.17,6,One-Time,4,Premium
113.52,11,One-Time,0,Standard
37.88,6,Subscriber,1,Standard
94.52,1,One-Time,4,Standard
126.17,4,One-Time,0,Standard
58.09,9,Subscriber,5,Premium
105.81,1,Subscriber,3,Premium
86.5,4,One-Time,0,Standard
83.5,9,One-Time,1,Premium
55.95,3,Subscriber,1,Standard
113.01,10,One-Time,2,Premium
61.66,10,One-Time,4,Premium
138.66,9,Subscriber,4,Premium
33.01,6,One-Time,2,Standard
46.72,4,One-Time,2,Standard
24.31,5,Subscriber,5,Standard
28.64,7,One-Time,1,Standard
128.68,2,One-Time,5,Standard
108.77,10,One-Time,2,Premium
114.47,7,Subscriber,5,Premium
126.11,8,One-Time,4,Premium
65.96,11,Subscriber,0,Premium
139.71,6,One-Time,1,Standard
60.04,10,One-Time,1,Standard
16.15,10,One-Time,0,Standard
69.31,5,Subscriber,0,Standard
73.68,4,Subscriber,4,Premium
70.73,10,Subscriber,0,Premium
130.54,8,One-Time,1,Premium
44.46,3,One-Time,4,Standard
137.04,10,One-Time,2,Premium
141.69,1,One-Time,0,Standard
148.53,6,Subscriber,2,Premium
92.06,1,One-Time,2,Standard
81.29,8,One-Time,0,Premium
61.93,4,Subscriber,2,Premium
42.6,7,One-Time,0,Standard
95.35,6,One-Time,4,Premium
66.36,2,Subscriber,0,Standard
59.59,4,Subscriber,0,Premium
34.42,5,Subscriber,3,Premium
43.31,1,One-Time,4,Standard
93.72,7,Subscriber,3,Premium
65.52,9,Subscriber,4,Premium
22.97,2,Subscriber,3,Standard
63.73,7,One-Time,4,Premium
21.97,4,Subscriber,3,Standard
128.42,3,Subscriber,3,Premium
88.4,8,Subscriber,5,Premium
119.21,10,One-Time,2,Premium
85.45,1,Subscriber,2,Premium
17.3,3,One-Time,4,Budget
96.51,4,One-Time,2,Standard
56.79,3,One-Time,0,Standard
30.87,7,One-Time,1,Standard
63.31,11,Subscriber,1,Premium
76.69,1,Subscriber,5,Premium
19.86,11,One-Time,3,Standard
93.99,6,One-Time,2,Premium
40.53,8,One-Time,1,Standard
90.95,3,Subscriber,3,Premium
138.37,4,Subscriber,2,Premium
19.02,2,Subscriber,3,Standard
91.61,1,One-Time,4,Standard
67.06,3,Subscriber,4,Premium
100.95,1,Subscriber,1,Premium
101.96,4,One-Time,2,Standard
50.42,7,One-Time,1,Premium
114.88,9,One-Time,0,Premium
74.95,1,One-Time,4,Standard
35.54,8,One-Time,4,Standard
60.87,2,One-Time,1,Standard
127.91,11,One-Time,2,Premium
108.18,4,Subscriber,0,Premium
145.83,3,One-Time,4,Premium
93.91,7,Subscriber,2,Premium
95.88,2,One-Time,5,Premium
140.36,5,Subscriber,5,Premium
38.1,11,One-Time,1,Standard
118.25,1,Subscriber,0,Standard
28.42,11,One-Time,1,Standard
139.86,11,Subscriber,4,Premium
117.5,1,Subscriber,2,Standard
108.69,4,One-Time,4,Premium
55.58,3,Subscriber,5,Premium
21.39,8,One-Time,4,Standard
93.45,5,One-Time,4,Premium
97.68,4,Subscriber,3,Premium
141.62,3,Subscriber,5,Premium
32.59,8,Subscriber,4,Premium
71.45,3,Subscriber,0,Standard
133.12,9,One-Time,5,Premium
53.58,6,Subscriber,3,Premium
63.09,2,Subscriber,3,Premium
69.48,11,Subscriber,5,Premium
20.92,10,Subscriber,2,Standard
66.44,5,One-Time,2,Standard
66.89,11,One-Time,2,Premium
128.25,4,Subscriber,1,Premium
79.53,10,One-Time,2,Standard
149.42,2,One-Time,5,Premium
75.81,1,One-Time,0,Budget
149.51,5,Subscriber,5,Premium
130.5,8,One-Time,5,Premium
68.04,5,Subscriber,4,Premium
22.31,7,One-Time,2,Standard
34.82,2,One-Time,2,Budget
41.92,10,One-Time,2,Standard
64.73,6,One-Time,0,Standard
70.46,10,One-Time,2,Standard
127.76,11,One-Time,2,Premium
96.47,2,One-Time,4,Premium
134.4,2,Subscriber,3,Premium
126.49,7,Subscriber,4,Premium
149.73,8,Subscriber,3,Premium
141.1,9,One-Time,5,Premium
34.97,11,One-Time,4,Standard
40.16,5,Subscriber,4,Premium
25.98,1,Subscriber,3,Standard
45.34,5,Subscriber,5,Standard
129.71,10,One-Time,3,Premium
37.09,6,Subscriber,5,Premium
127.32,2,One-Time,1,Standard
134.44,8,Subscriber,4,Premium
75.01,2,Subscriber,0,Standard
142.54,6,One-Time,1,Standard
90.72,8,One-Time,5,Premium
47.94,2,One-Time,0,Budget
107.58,3,One-Time,0,Standard
138.02,2,One-Time,5,Standard
93.56,1,Subscriber,5,Premium
106.99,8,One-Time,5,Premium
102.23,7,One-Time,2,Premium
31.72,2,Subscriber,2,Standard
117.9,9,Subscriber,1,Premium
42.2,7,Subscriber,2,Premium
122.86,7,Subscriber,4,Premium
84.6,6,Subscriber,1,Premium
91.33,5,One-Time,2,Premium
23.2,5,Subscriber,5,Standard
113.87,1,One-Time,2,Standard
123.78,9,One-Time,4,Premium
24.19,6,Subscriber,1,Standard
26.33,7,Subscriber,3,Premium
102.87,2,One-Time,2,Standard
65.02,10,One-Time,2,Standard
127,6,Subscriber,5,Premium
110.79,1,One-Time,0,Standard
109.93,6,Subscriber,5,Premium
23.8,2,One-Time,2,Budget
78.63,3,One-Time,1,Standard
90.7,4,Subscriber,2,Premium
138.9,11,One-Time,2,Premium
93.78,3,Subscriber,1,Standard
21.26,10,Subscriber,3,Premium
35.25,10,One-Time,1,Standard
51.96,3,Subscriber,3,Premium
90.71,11,Subscriber,5,Premium
72.61,10,Subscriber,3,Premium
115.87,10,One-Time,1,Premium
131.79,8,Subscriber,1,Premium
93.03,3,One-Time,1,Standard
109.33,4,One-Time,3,Premium
107.38,7,Subscriber,4,Premium
100.2,2,One-Time,4,Premium
40.65,7,Subscriber,2,Standard
52.46,1,One-Time,5,Standard
99.15,9,Subscriber,4,Premium
64.1,11,One-Time,0,Standard
28.55,11,One-Time,3,Standard
40.67,9,Subscriber,1,Premium
115,2,One-Time,2,Standard
146.8,9,Subscriber,0,Premium
106.14,8,One-Time,3,Premium
134.32,5,Subscriber,3,Premium
101.11,4,Subscriber,0,Premium
40.68,10,One-Time,0,Standard
85.85,10,Subscriber,0,Premium
83.33,2,One-Time,0,Standard
92.35,6,One-Time,3,Premium
75.82,1,Subscriber,0,Standard
120.92,4,One-Time,3,Premium
71.37,8,One-Time,4,Premium
32.77,11,Subscriber,0,Premium
119.38,3,One-Time,1,Standard
115.8,8,Subscriber,2,Premium
33.49,7,One-Time,5,Standard
36.29,7,One-Time,3,Standard
38.29,4,One-Time,5,Standard
122.38,6,One-Time,4,Premium
98.14,1,One-Time,3,Standard
42.89,2,One-Time,0,Budget
23.86,1,Subscriber,3,Standard
126.29,11,One-Time,3,Premium
84.38,3,One-Time,4,Premium
76.17,6,One-Time,2,Standard
49.52,9,One-Time,1,Standard
26.3,11,Subscriber,3,Standard
16,8,One-Time,4,Standard
28.46,1,Subscriber,5,Standard
132.83,9,Subscriber,2,Premium
67.46,2,One-Time,4,Standard
115.39,3,One-Time,5,Premium
48.92,6,One-Time,0,Standard
136.88,9,Subscriber,3,Premium
130.73,8,Subscriber,4,Premium
65.66,3,Subscriber,2,Standard
78.66,6,Subscriber,4,Premium
146.07,1,Subscriber,4,Premium
125.79,2,One-Time,1,Standard
95.24,2,Subscriber,5,Premium
29,8,One-Time,1,Standard
116.31,10,Subscriber,0,Premium
83.76,2,Subscriber,4,Premium
121.82,5,Subscriber,0,Premium
126.08,5,Subscriber,1,Premium
115.2,1,Subscriber,4,Premium
51.32,2,Subscriber,1,Standard
117.51,7,One-Time,0,Premium
26.19,10,Subscriber,1,Standard
110.62,11,One-Time,0,Standard
41.36,10,Subscriber,5,Premium
104.73,5,One-Time,4,Premium
113.28,10,Subscriber,5,Premium
70.13,11,One-Time,2,Standard
36.72,6,Subscriber,4,Premium
138.81,3,One-Time,2,Standard
119.12,1,One-Time,3,Standard
71.5,11,Subscriber,5,Premium
60.32,1,Subscriber,0,Standard
47.34,6,Subscriber,0,Standard
113.12,2,Subscriber,4,Premium
107.44,7,Subscriber,0,Premium
74.89,5,Subscriber,0,Standard
101.77,11,One-Time,0,Premium
70.84,10,One-Time,5,Premium
30.82,5,Subscriber,0,Standard
73.01,11,One-Time,0,Standard
104.92,7,Subscriber,4,Premium
123.76,7,Subscriber,3,Premium
135.59,11,Subscriber,5,Premium
58.87,8,Subscriber,1,Premium
137.54,3,Subscriber,5,Premium
51.19,5,Subscriber,2,Premium
75.2,7,Subscriber,0,Premium
15.94,9,Subscriber,5,Premium
125.13,9,Subscriber,5,Premium
40.6,5,Subscriber,1,Standard
112.85,10,One-Time,0,Standard
75.08,2,Subscriber,5,Premium
64.6,4,One-Time,3,Standard
59.76,11,One-Time,2,Premium
86.26,7,Subscriber,1,Premium
38.54,11,One-Time,4,Standard
131.82,2,Subscriber,0,Standard
95.79,11,One-Time,0,Standard
131.01,6,Subscriber,5,Premium
81.87,1,One-Time,1,Standard
51.69,6,One-Time,1,Standard
32.01,6,Subscriber,0,Standard
83.26,6,One-Time,1,Standard
45.42,3,One-Time,2,Budget
60.77,1,One-Time,1,Budget
15.78,4,Subscriber,4,Standard
28.84,4,Subscriber,0,Standard
66.85,3,One-Time,1,Standard
23.83,9,One-Time,0,Standard
58.38,1,Subscriber,4,Standard
52.77,6,Subscriber,1,Standard
43.01,7,One-Time,0,Standard
122.83,1,One-Time,2,Standard
41.34,2,Subscriber,4,Standard
17.52,4,Subscriber,1,Standard
94.21,3,One-Time,4,Premium
148.97,3,One-Time,1,Standard
95.37,2,Subscriber,3,Premium
124.64,7,One-Time,3,Premium
147.3,3,Subscriber,1,Premium
35.38,6,Subscriber,0,Standard
141.46,3,One-Time,1,Standard
146.7,9,One-Time,2,Premium
90.73,5,Subscriber,0,Premium
26.54,1,One-Time,3,Budget
77.06,7,One-Time,0,Standard
63.78,9,Subscriber,2,Premium
77.8,11,One-Time,5,Premium
63.02,3,One-Time,4,Standard
20.81,7,Subscriber,4,Premium
93.19,1,Subscriber,0,Standard
34.55,8,One-Time,0,Standard
57.46,6,One-Time,1,Standard
41.16,3,One-Time,4,Standard
97.51,9,Subscriber,3,Premium
129.45,1,Subscriber,2,Premium
126.82,4,Subscriber,1,Premium
60.87,4,Subscriber,0,Standard
123.96,4,One-Time,0,Standard
133.81,5,One-Time,2,Standard
119.44,1,One-Time,2,Standard
125.66,9,One-Time,1,Premium
24.74,7,Subscriber,1,Standard
17.79,5,One-Time,4,Standard
128.38,10,One-Time,1,Premium
58.37,3,Subscriber,2,Standard
76.14,5,One-Time,2,Standard
119.82,9,One-Time,0,Premium
91.99,6,Subscriber,3,Premium
44.59,1,Subscriber,5,Standard
77.98,10,One-Time,1,Standard
137.64,6,Subscriber,5,Premium
91.37,7,Subscriber,1,Premium
108.86,10,One-Time,1,Premium
51.62,8,Subscriber,1,Premium
57.38,8,One-Time,5,Premium
50.17,1,Subscriber,2,Standard
97.5,6,One-Time,1,Standard
47.79,6,One-Time,2,Budget
16.75,3,One-Time,3,Standard
63.57,3,Subscriber,3,Premium
116.16,5,One-Time,4,Premium
42.59,8,Subscriber,3,Premium
88.7,4,One-Time,4,Premium
40.69,4,One-Time,5,Standard
115.69,10,Subscriber,1,Premium
31.84,9,Subscriber,1,Premium
15.29,11,One-Time,3,Standard
36.68,10,One-Time,2,Standard
96.75,3,Subscriber,4,Premium
111.05,3,Subscriber,1,Premium
15.59,8,Subscriber,3,Standard
135.38,5,Subscriber,0,Premium
67.7,5,Subscriber,3,Premium
93.31,8,Subscriber,0,Premium
59.17,6,Subscriber,0,Standard
84.62,6,Subscriber,4,Premium
132.23,8,One-Time,4,Premium
53.25,11,Subscriber,3,Premium
115.72,5,One-Time,4,Premium
45.85,2,One-Time,1,Standard
17.2,11,Subscriber,0,Standard
79.19,7,Subscriber,0,Premium
64.57,3,One-Time,1,Standard
109.62,5,Subscriber,3,Premium
105.49,8,One-Time,0,Premium
137.08,10,Subscriber,2,Premium
61.97,9,One-Time,4,Premium
144.26,7,One-Time,3,Premium
108.34,10,One-Time,5,Premium
90.44,8,Subscriber,4,Premium
129.89,10,Subscriber,0,Premium
61.19,1,One-Time,3,Standard
99.99,2,One-Time,5,Standard
95.89,3,One-Time,3,Premium
32.1,5,One-Time,0,Standard
122.59,9,One-Time,3,Premium
42.34,6,One-Time,3,Standard
84.65,8,One-Time,3,Premium
133.13,7,Subscriber,1,Premium
87.76,3,One-Time,4,Premium
60.05,9,One-Time,5,Premium
72.61,1,One-Time,2,Budget
90.95,3,Subscriber,4,Premium
34.65,6,Subscriber,3,Premium
144.17,3,Subscriber,0,Standard
85.57,1,One-Time,1,Standard
86.29,9,Subscriber,4,Premium
69.65,8,One-Time,4,Premium
78.66,8,One-Time,0,Standard
103.97,4,One-Time,1,Standard
149.41,3,Subscriber,0,Premium
24.01,6,One-Time,5,Standard
65.98,6,One-Time,2,Standard
120.43,2,One-Time,0,Standard
83.7,10,Subscriber,3,Premium
52.76,9,Subscriber,0,Premium
47.65,4,Subscriber,3,Standard
57.99,4,Subscriber,4,Premium
140.09,10,One-Time,3,Premium
142.07,1,Subscriber,1,Standard
89.81,8,One-Time,3,Premium
32.6,11,One-Time,5,Standard
58.6,4,One-Time,3,Premium
19.8,3,Subscriber,2,Standard
79.79,1,One-Time,3,Standard
105.3,2,One-Time,5,Standard
48.47,7,One-Time,0,Standard
87.15,9,One-Time,2,Premium
66.72,5,Subscriber,0,Standard
98.42,3,Subscriber,3,Premium
112.64,1,One-Time,3,Standard
81.99,11,Subscriber,4,Premium
19.97,3,One-Time,3,Budget
109.23,5,One-Time,4,Premium
56.58,5,One-Time,2,Standard
27.72,10,One-Time,2,Standard
79.32,10,Subscriber,2,Premium
46.97,10,Subscriber,2,Standard
94.99,8,One-Time,5,Premium
38.57,6,One-Time,4,Standard
46.9,7,One-Time,0,Standard
53.2,5,Subscriber,2,Premium
101.44,4,One-Time,4,Premium
38.49,1,Subscriber,0,Budget
125.99,2,Subscriber,2,Premium
97.61,6,One-Time,3,Premium
100.52,3,One-Time,5,Premium
136.93,4,Subscriber,1,Premium
124.07,7,One-Time,5,Premium
51.41,1,Subscriber,5,Standard
34.03,11,One-Time,3,Standard
32.22,4,Subscriber,1,Standard
126.54,9,One-Time,2,Premium
71.66,5,One-Time,4,Standard
124.64,11,Subscriber,4,Premium
46.05,4,Subscriber,4,Premium
89.28,2,One-Time,5,Premium
102.27,7,Subscriber,1,Premium
90.73,4,One-Time,3,Premium
20.45,10,Subscriber,5,Premium
127.5,4,One-Time,4,Premium
40.85,9,One-Time,1,Standard
128.79,11,Subscriber,3,Premium
107,11,One-Time,3,Premium
126.04,2,Subscriber,0,Premium
87.47,1,One-Time,1,Standard
58.72,10,Subscriber,2,Premium
43.95,7,Subscriber,0,Standard
138.25,8,Subscriber,4,Premium
97.13,11,Subscriber,3,Premium
22.3,2,One-Time,3,Budget
113.22,10,Subscriber,0,Premium
29.05,1,One-Time,5,Budget
145.24,6,One-Time,5,Premium
23.55,11,One-Time,4,Standard
29.7,11,One-Time,0,Standard
97.09,10,Subscriber,3,Premium
41.93,11,One-Time,0,Standard
63.85,2,One-Time,4,Standard
127.36,2,Subscriber,4,Premium
30.75,1,Subscriber,4,Standard
29.39,5,Subscriber,1,Standard
118.37,2,Subscriber,1,Premium
49.52,11,Subscriber,3,Premium
145.28,8,One-Time,4,Premium
142.59,1,Subscriber,1,Standard
147.93,8,One-Time,0,Premium
88.08,6,Subscriber,4,Premium
127.59,11,Subscriber,4,Premium
40.12,9,One-Time,5,Standard
132.81,1,One-Time,4,Standard
72.16,3,One-Time,1,Standard
19.4,4,One-Time,4,Standard
27.1,3,Subscriber,2,Budget
121.48,6,Subscriber,2,Premium
16.96,3,Subscriber,3,Standard
44.15,5,Subscriber,5,Premium
139.15,11,Subscriber,1,Premium
53.39,10,Subscriber,0,Premium
89.13,2,One-Time,2,Standard
149.05,6,Subscriber,4,Premium
63.18,10,Subscriber,4,Premium
44.67,2,Subscriber,5,Standard
100.7,2,One-Time,0,Standard
30.62,11,Subscriber,5,Premium
134.31,3,Subscriber,1,Premium
133.55,6,One-Time,2,Standard
111.66,1,Subscriber,2,Standard
26.43,8,Subscriber,1,Standard
29.71,10,Subscriber,3,Premium
69.42,3,One-Time,5,Standard
15.13,5,Subscriber,5,Standard
28.58,8,Subscriber,1,Standard
111.95,6,One-Time,3,Premium
91.64,9,One-Time,5,Premium
72.83,6,One-Time,4,Premium
149.13,10,One-Time,4,Premium
104.04,11,One-Time,1,Premium
51.63,8,One-Time,4,Premium
69.85,8,Subscriber,0,Premium
99.46,3,One-Time,4,Premium
102.64,8,One-Time,3,Premium
83.52,7,One-Time,0,Premium
45.52,1,Subscriber,0,Budget
120.18,9,Subscriber,1,Premium
138.43,3,One-Time,3,Premium
115.91,2,One-Time,1,Standard
116.75,1,One-Time,5,Standard
16.69,3,Subscriber,3,Standard
106.74,11,One-Time,0,Premium
62.35,5,Subscriber,4,Premium
131.71,10,One-Time,0,Standard
75.97,9,Subscriber,4,Premium
60.83,10,Subscriber,5,Premium
37.89,2,Subscriber,3,Standard
89.96,8,One-Time,2,Premium
145.39,8,One-Time,4,Premium
54.58,10,Subscriber,3,Premium
132.01,6,One-Time,4,Premium
49.69,2,Subscriber,4,Standard
127.28,6,One-Time,0,Standard
43.08,1,One-Time,1,Budget
40.72,3,Subscriber,1,Standard
119.82,10,Subscriber,0,Premium
75.78,9,One-Time,3,Premium
106.77,5,One-Time,3,Premium
67.64,4,One-Time,5,Standard
83.05,1,One-Time,5,Standard
44.53,2,One-Time,2,Budget
105.96,5,Subscriber,4,Premium
67.03,9,Subscriber,1,Premium
22.08,6,Subscriber,0,Standard
125.77,6,Subscriber,0,Premium
136.07,3,Subscriber,1,Premium
118.39,1,Subscriber,4,Premium
51.53,11,One-Time,2,Standard
56.97,11,One-Time,1,Premium
94.88,1,One-Time,5,Standard
17.97,10,One-Time,4,Standard
108.93,1,One-Time,3,Standard
69.97,3,Subscriber,1,Standard
56.76,4,Subscriber,4,Premium
26.85,10,One-Time,3,Standard
137.01,9,One-Time,1,Premium
130.33,6,Subscriber,1,Premium
132.98,4,One-Time,1,Standard
49.68,3,Subscriber,1,Standard
26.19,8,One-Time,4,Standard
50.67,7,One-Time,1,Premium
37.77,3,Subscriber,5,Standard
143.08,2,Subscriber,2,Premium
136.15,1,One-Time,4,Standard
148.96,8,Subscriber,0,Premium
129.46,9,Subscriber,4,Premium
43.94,3,Subscriber,5,Standard
55.99,6,One-Time,2,Standard
106.25,3,One-Time,3,Premium
30.51,10,One-Time,4,Standard
19.21,8,One-Time,1,Standard
99.66,3,One-Time,4,Standard
63.49,8,Subscriber,1,Premium
116.35,1,One-Time,3,Standard
62.78,2,One-Time,2,Standard
119.81,11,One-Time,2,Premium
17.94,2,One-Time,3,Standard
82.19,4,One-Time,2,Standard
19.65,8,Subscriber,1,Standard
146.15,9,Subscriber,0,Premium
19.53,3,Subscriber,4,Standard
141.41,2,One-Time,1,Standard
110.13,7,Subscriber,2,Premium
39.72,1,One-Time,3,Standard
69.2,3,Subscriber,1,Standard
