respondent_id,task_id,alternative_id,chosen,library_size,original_content,ad_experience,simultaneous_streams,video_quality,price
S110,7,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S110,8,A,1,Medium,Extensive,Ad_Free,1,4K,5.99
S110,8,B,0,Medium,Moderate,Ad_Free,2,4K,19.99
S110,8,C,0,Medium,Extensive,Ad_Free,4,4K,14.99
S110,8,None,0,,,,,,
S110,9,A,0,Small,Extensive,With_Ads,2,HD,19.99
S110,9,B,0,Large,None,Ad_Free,2,HD,14.99
S110,9,C,1,Small,Moderate,Ad_Free,1,HD,19.99
S110,9,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S110,10,A,1,Small,Extensive,Ad_Free,2,4K,9.99
S110,10,B,0,Medium,Extensive,With_Ads,2,4K,19.99
S110,10,C,0,Large,Moderate,Ad_Free,2,4K,19.99
S110,10,None,0,,,,,,
S111,1,A,0,Medium,Extensive,Ad_Free,4,HD,5.99
S111,1,B,0,Medium,Extensive,With_Ads,4,4K,19.99
S111,1,C,1,Large,Moderate,Ad_Free,1,HD,5.99
S111,1,None,0,,,,,,
S111,2,A,0,Medium,Moderate,With_Ads,4,4K,14.99
S111,2,B,1,Small,Moderate,With_Ads,1,HD,5.99
S111,2,C,0,Medium,None,With_Ads,4,HD,19.99
S111,2,None,0,,,,,,
S111,3,A,1,Large,Moderate,Ad_Free,2,HD,14.99
S111,3,B,0,Medium,Moderate,With_Ads,1,4K,5.99
S111,3,C,0,Large,Moderate,With_Ads,4,4K,19.99
S111,3,None,0,,,,,,
S111,4,A,1,Large,Moderate,Ad_Free,4,HD,9.99
S111,4,B,0,Medium,Moderate,With_Ads,4,HD,14.99
S111,4,C,0,Medium,Moderate,Ad_Free,1,4K,19.99
S111,4,None,0,,,,,,
S111,5,A,0,Small,Moderate,With_Ads,2,HD,9.99
S111,5,B,0,Small,None,With_Ads,2,HD,5.99
S111,5,C,1,Small,Extensive,With_Ads,4,HD,5.99
S111,5,None,0,,,,,,
S111,6,A,1,Large,Extensive,With_Ads,1,4K,19.99
S111,6,B,0,Large,Moderate,Ad_Free,2,4K,19.99
S111,6,C,0,Small,Moderate,With_Ads,1,HD,9.99
S111,6,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S111,7,A,0,Large,Extensive,With_Ads,4,HD,19.99
S111,7,B,0,Medium,Extensive,Ad_Free,4,HD,14.99
S111,7,C,1,Large,Extensive,With_Ads,4,4K,19.99
S111,7,None,0,,,,,,
S111,8,A,0,Medium,None,With_Ads,4,4K,14.99
S111,8,B,1,Large,Moderate,Ad_Free,2,HD,19.99
S111,8,C,0,Small,Extensive,With_Ads,2,HD,9.99
S111,8,None,0,,,,,,
S111,9,A,1,Large,Extensive,Ad_Free,2,HD,5.99
S111,9,B,0,Medium,Moderate,With_Ads,4,4K,19.99
S111,9,C,0,Large,None,With_Ads,2,HD,19.99
S111,9,None,0,,,,,,
S111,10,A,1,Medium,Extensive,Ad_Free,1,4K,14.99
S111,10,B,0,Medium,Moderate,With_Ads,1,HD,14.99
S111,10,C,0,Small,Extensive,With_Ads,4,HD,19.99
S111,10,None,0,,,,,,
S111,10,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S112,1,A,1,Medium,Extensive,Ad_Free,1,HD,19.99
S112,1,B,0,Small,None,Ad_Free,2,4K,14.99
S112,1,C,0,Small,Extensive,With_Ads,1,HD,9.99
S112,1,None,0,,,,,,
S112,2,A,0,Small,Moderate,With_Ads,2,4K,14.99
S112,2,B,1,Small,None,Ad_Free,2,4K,14.99
S112,2,C,0,Medium,Moderate,With_Ads,1,HD,9.99
S112,2,None,0,,,,,,
S112,3,A,0,Large,Extensive,Ad_Free,2,HD,19.99
S112,3,B,1,Large,Moderate,Ad_Free,1,HD,14.99
S112,3,C,0,Large,Moderate,With_Ads,1,4K,14.99
S112,3,None,0,,,,,,
S112,4,A,0,Large,Moderate,With_Ads,1,4K,9.99
S112,4,B,0,Small,None,With_Ads,1,4K,14.99
S112,4,C,1,Large,Extensive,With_Ads,4,HD,9.99
S112,4,None,0,,,,,,
S112,5,A,0,Medium,None,With_Ads,2,4K,5.99
S112,5,B,0,Large,Moderate,Ad_Free,1,4K,19.99
S112,5,C,1,Large,Extensive,With_Ads,2,4K,14.99
S112,5,None,0,,,,,,
S112,6,A,0,Medium,Moderate,Ad_Free,1,HD,9.99
S112,6,B,1,Small,Moderate,Ad_Free,4,4K,9.99
S112,6,C,0,Small,Extensive,With_Ads,1,4K,9.99
S112,6,None,0,,,,,,
S112,7,A,0,Large,Extensive,Ad_Free,1,4K,19.99
S112,7,B,1,Large,Moderate,Ad_Free,4,HD,5.99
S112,7,C,0,Small,Extensive,With_Ads,1,4K,14.99
S112,7,None,0,,,,,,
S112,8,A,0,Medium,None,With_Ads,4,4K,14.99
S112,8,B,0,Small,None,Ad_Free,4,HD,9.99
S112,8,C,1,Medium,Moderate,With_Ads,1,HD,9.99
S112,8,None,0,,,,,,
S112,9,A,0,Small,Extensive,With_Ads,2,HD,19.99
S112,9,B,1,Medium,Extensive,Ad_Free,4,4K,5.99
S112,9,C,0,Medium,Extensive,Ad_Free,4,HD,5.99
S112,9,None,0,,,,,,
S112,10,A,0,Large,Moderate,With_Ads,4,HD,14.99
S112,10,B,1,Medium,None,With_Ads,4,4K,5.99
S112,10,C,0,Small,None,With_Ads,1,4K,5.99
S112,10,None,0,,,,,,
S113,1,A,0,Small,None,Ad_Free,2,HD,14.99
S113,1,B,0,Medium,Moderate,With_Ads,1,4K,9.99
S113,1,C,1,Large,None,Ad_Free,2,4K,5.99
S113,1,None,0,,,,,,
S113,2,A,1,Large,Extensive,Ad_Free,2,4K,5.99
S113,2,B,0,Small,Moderate,With_Ads,1,4K,5.99
S113,2,C,0,Small,Moderate,With_Ads,1,4K,14.99
S113,2,None,0,,,,,,
S113,3,A,1,Small,None,Ad_Free,1,4K,9.99
S113,3,B,0,Medium,None,Ad_Free,4,4K,14.99
S113,3,C,0,Medium,Moderate,Ad_Free,4,4K,19.99
S113,3,None,0,,,,,,
S113,4,A,1,Large,Extensive,Ad_Free,2,HD,14.99
S113,4,B,0,Small,Extensive,Ad_Free,1,HD,5.99
S113,4,C,0,Small,Extensive,With_Ads,1,4K,14.99
S113,4,None,0,,,,,,
S113,5,A,0,Medium,Extensive,With_Ads,1,4K,9.99
S113,5,B,0,Large,None,With_Ads,1,HD,14.99
S113,5,C,1,Large,Extensive,With_Ads,1,4K,19.99
S113,5,None,0,,,,,,
S113,6,A,0,Large,Extensive,With_Ads,1,HD,14.99
S113,6,B,1,Medium,None,With_Ads,2,4K,5.99
S113,6,C,0,Medium,Moderate,Ad_Free,2,4K,19.99
S113,7,A,0,Small,Extensive,With_Ads,1,HD,14.99
S113,7,B,0,Large,None,With_Ads,4,4K,9.99
S113,7,C,1,Large,Extensive,Ad_Free,2,HD,9.99
S113,7,None,0,,,,,,
S113,7,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S113,8,A,1,Large,Extensive,With_Ads,2,HD,9.99
S113,8,B,0,Medium,Extensive,Ad_Free,1,HD,14.99
S113,8,C,0,Large,Moderate,Ad_Free,4,HD,5.99
S113,8,None,0,,,,,,
S113,9,A,1,Medium,Moderate,Ad_Free,1,HD,5.99
S113,9,B,0,Large,None,With_Ads,1,4K,5.99
S113,9,C,0,Large,Extensive,Ad_Free,2,4K,19.99
S113,9,None,0,,,,,,
S113,10,A,0,Small,None,With_Ads,4,HD,9.99
S113,10,B,0,Large,Moderate,Ad_Free,1,4K,9.99
S113,10,C,1,Large,None,With_Ads,2,4K,14.99
S113,10,None,0,,,,,,
S113,10,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S114,1,A,0,Medium,None,Ad_Free,2,4K,19.99
S114,1,B,0,Large,Extensive,With_Ads,2,HD,14.99
S114,1,C,1,Small,Extensive,Ad_Free,4,4K,5.99
S114,1,None,0,,,,,,
S114,2,A,0,Medium,None,With_Ads,4,HD,9.99
S114,2,B,0,Small,Extensive,With_Ads,2,4K,19.99
S114,2,C,1,Medium,None,Ad_Free,4,HD,5.99
S114,2,None,0,,,,,,
S114,3,A,1,Small,Extensive,Ad_Free,1,HD,14.99
S114,3,B,0,Large,None,Ad_Free,4,HD,19.99
S114,3,C,0,Small,Extensive,Ad_Free,2,4K,19.99
S114,3,None,0,,,,,,
S114,4,A,0,Large,Moderate,Ad_Free,2,HD,9.99
S114,4,B,1,Small,Moderate,With_Ads,2,4K,9.99
S114,4,C,0,Small,None,With_Ads,2,HD,19.99
S114,4,None,0,,,,,,
S114,5,A,0,Small,Moderate,Ad_Free,4,HD,5.99
S114,5,B,1,Large,Extensive,Ad_Free,1,4K,9.99
S114,5,C,0,Small,Extensive,With_Ads,2,HD,19.99
S114,6,A,0,Medium,Extensive,With_Ads,2,HD,19.99
S114,6,B,1,Large,Extensive,With_Ads,1,HD,5.99
S114,6,C,0,Medium,Extensive,Ad_Free,1,4K,19.99
S114,6,None,0,,,,,,
S114,6,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S114,7,A,0,Medium,None,With_Ads,1,4K,9.99
S114,7,B,1,Medium,None,Ad_Free,2,4K,19.99
S114,7,C,0,Medium,None,Ad_Free,4,HD,14.99
S114,7,None,0,,,,,,
S114,7,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S114,8,A,0,Small,None,With_Ads,1,HD,5.99
S114,8,B,0,Large,Extensive,With_Ads,4,HD,14.99
S114,8,C,1,Large,Extensive,With_Ads,2,HD,5.99
S114,8,None,0,,,,,,
S114,9,A,0,Small,Extensive,With_Ads,1,4K,5.99
S114,9,B,1,Large,None,Ad_Free,2,HD,14.99
S114,9,C,0,Medium,None,Ad_Free,4,4K,14.99
S114,9,None,0,,,,,,
S114,9,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S114,10,A,0,Medium,Extensive,With_Ads,2,HD,9.99
S114,10,B,0,Medium,Moderate,Ad_Free,2,4K,5.99
S114,10,C,1,Large,Extensive,With_Ads,2,4K,5.99
S114,10,None,0,,,,,,
S115,1,A,0,Small,Moderate,With_Ads,4,4K,19.99
S115,1,B,0,Large,None,Ad_Free,4,4K,14.99
S115,1,C,0,Medium,Moderate,Ad_Free,2,4K,19.99
S115,1,None,1,,,,,,
S115,2,A,1,Medium,Moderate,Ad_Free,2,HD,5.99
S115,2,B,0,Small,Moderate,Ad_Free,1,4K,9.99
S115,2,C,0,Small,Extensive,With_Ads,2,HD,9.99
S115,2,None,0,,,,,,
S115,3,A,0,Medium,Extensive,With_Ads,4,HD,19.99
S115,3,B,1,Medium,Extensive,Ad_Free,2,4K,5.99
S115,3,C,0,Medium,None,Ad_Free,2,4K,5.99
S115,3,None,0,,,,,,
S115,4,A,0,Small,None,Ad_Free,1,HD,5.99
S115,4,B,0,Small,None,With_Ads,4,4K,19.99
S115,4,C,1,Large,Extensive,With_Ads,4,HD,9.99
S115,5,A,1,Small,Extensive,Ad_Free,2,4K,19.99
S115,5,B,0,Large,None,With_Ads,4,HD,19.99
S115,5,C,0,Large,None,Ad_Free,4,HD,5.99
S115,5,None,0,,,,,,
S115,5,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S115,6,A,0,Medium,Extensive,Ad_Free,1,4K,14.99
S115,6,B,1,Large,None,Ad_Free,2,4K,5.99
S115,6,C,0,Large,Extensive,Ad_Free,4,4K,19.99
S115,6,None,0,,,,,,
S115,7,A,1,Small,Moderate,Ad_Free,4,4K,9.99
S115,7,B,0,Medium,None,Ad_Free,2,HD,14.99
S115,7,C,0,Small,Moderate,With_Ads,4,4K,19.99
S115,7,None,0,,,,,,
S115,7,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S115,8,A,0,Small,Extensive,Ad_Free,1,HD,9.99
S115,8,B,0,Small,None,Ad_Free,2,4K,19.99
S115,8,C,1,Small,None,With_Ads,4,4K,5.99
S115,8,None,0,,,,,,
S115,8,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S115,9,A,0,Large,Extensive,With_Ads,4,HD,19.99
S115,9,B,0,Small,Extensive,With_Ads,1,HD,5.99
S115,9,C,1,Small,None,Ad_Free,1,4K,5.99
S115,9,None,0,,,,,,
S115,10,A,0,Small,Extensive,With_Ads,2,HD,14.99
S115,10,B,0,Small,Moderate,Ad_Free,1,4K,19.99
S115,10,C,1,Medium,Moderate,Ad_Free,2,HD,9.99
S116,1,A,1,Small,None,Ad_Free,2,4K,9.99
S116,1,B,0,Medium,None,Ad_Free,4,HD,5.99
S116,1,C,0,Large,None,Ad_Free,2,HD,19.99
S116,1,None,0,,,,,,
S116,1,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S116,2,A,1,Large,Moderate,Ad_Free,4,4K,19.99
S116,2,B,0,Large,Extensive,With_Ads,1,4K,5.99
S116,2,C,0,Medium,Moderate,With_Ads,2,4K,19.99
S116,2,None,0,,,,,,
S116,3,A,0,Large,Moderate,With_Ads,2,HD,5.99
S116,3,B,1,Large,Moderate,With_Ads,2,HD,14.99
S116,3,C,0,Small,Moderate,With_Ads,4,HD,14.99
S116,3,None,0,,,,,,
S116,4,A,0,Small,None,With_Ads,2,HD,5.99
S116,4,B,0,Small,Moderate,With_Ads,1,4K,14.99
S116,4,C,0,Small,Extensive,Ad_Free,2,HD,5.99
S116,4,None,1,,,,,,
S116,4,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S116,5,A,0,Medium,None,With_Ads,2,HD,9.99
S116,5,B,0,Large,Extensive,With_Ads,4,HD,19.99
S116,5,C,0,Small,Moderate,With_Ads,1,4K,14.99
S116,5,None,1,,,,,,
S116,6,A,1,Small,Extensive,With_Ads,4,4K,5.99
S116,6,B,0,Small,Extensive,With_Ads,1,HD,19.99
S116,6,C,0,Small,None,With_Ads,4,HD,9.99
S116,6,None,0,,,,,,
S116,6,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S116,7,A,0,Large,None,Ad_Free,2,4K,5.99
S116,7,B,1,Large,Extensive,Ad_Free,1,4K,5.99
S116,7,C,0,Small,Moderate,With_Ads,4,HD,9.99
S116,7,None,0,,,,,,
S116,8,A,0,Medium,Extensive,With_Ads,1,HD,14.99
S116,8,B,0,Small,None,Ad_Free,1,4K,19.99
S116,8,C,1,Small,Extensive,Ad_Free,4,HD,14.99
S116,9,A,0,Large,None,Ad_Free,4,HD,14.99
S116,9,B,0,Small,Moderate,Ad_Free,4,4K,5.99
S116,9,C,0,Medium,Extensive,With_Ads,4,HD,5.99
S116,9,None,0,,,,,,
S116,9,DisneyPlus,1,Medium,Extensive,Ad_Free,4,4K,10.99
S116,10,A,0,Medium,Extensive,With_Ads,1,4K,9.99
S116,10,B,0,Medium,None,Ad_Free,1,HD,19.99
S116,10,C,1,Large,Moderate,Ad_Free,1,HD,9.99
S116,10,None,0,,,,,,
S116,10,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S117,1,A,0,Medium,Moderate,Ad_Free,4,HD,19.99
S117,1,B,0,Medium,Moderate,With_Ads,2,4K,5.99
S117,1,C,1,Small,Moderate,Ad_Free,4,4K,5.99
S117,1,None,0,,,,,,
S117,2,A,0,Medium,None,With_Ads,4,HD,9.99
S117,2,B,1,Medium,Moderate,Ad_Free,4,HD,14.99
S117,2,C,0,Large,Moderate,With_Ads,4,4K,14.99
S117,3,A,1,Large,Extensive,Ad_Free,2,4K,14.99
S117,3,B,0,Medium,None,With_Ads,4,4K,19.99
S117,3,C,0,Small,Moderate,Ad_Free,1,4K,5.99
S117,3,None,0,,,,,,
S117,4,A,1,Small,None,With_Ads,2,HD,19.99
S117,4,B,0,Medium,None,Ad_Free,4,4K,19.99
S117,4,C,0,Small,Moderate,Ad_Free,4,HD,19.99
S117,4,None,0,,,,,,
S117,4,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S117,5,A,0,Small,Moderate,Ad_Free,4,HD,5.99
S117,5,B,0,Large,None,With_Ads,1,4K,5.99
S117,5,C,1,Large,Extensive,With_Ads,1,HD,9.99
S117,5,None,0,,,,,,
S117,6,A,1,Small,Extensive,Ad_Free,1,HD,14.99
S117,6,B,0,Large,Moderate,Ad_Free,4,HD,9.99
S117,6,C,0,Small,Extensive,With_Ads,2,HD,5.99
S117,6,None,0,,,,,,
S117,6,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S117,7,A,0,Large,None,With_Ads,2,HD,14.99
S117,7,B,1,Medium,Extensive,With_Ads,2,4K,9.99
S117,7,C,0,Small,Moderate,With_Ads,1,HD,9.99
S117,7,None,0,,,,,,
S117,8,A,1,Large,Moderate,Ad_Free,4,HD,5.99
S117,8,B,0,Small,Moderate,With_Ads,2,HD,14.99
S117,8,C,0,Small,Moderate,Ad_Free,1,4K,19.99
S117,8,None,0,,,,,,
S117,9,A,1,Large,Extensive,Ad_Free,4,HD,5.99
S117,9,B,0,Large,Moderate,With_Ads,2,HD,9.99
S117,9,C,0,Small,Extensive,Ad_Free,2,HD,5.99
S117,10,A,0,Large,Moderate,Ad_Free,4,4K,5.99
S117,10,B,0,Small,Moderate,With_Ads,2,HD,9.99
S117,10,C,1,Medium,Moderate,Ad_Free,1,4K,9.99
S117,10,None,0,,,,,,
S118,1,A,1,Medium,None,Ad_Free,2,HD,14.99
S118,1,B,0,Large,Extensive,Ad_Free,2,HD,14.99
S118,1,C,0,Medium,Extensive,Ad_Free,1,HD,19.99
S118,2,A,1,Small,Extensive,With_Ads,1,4K,9.99
S118,2,B,0,Small,Moderate,With_Ads,2,HD,5.99
S118,2,C,0,Large,Moderate,With_Ads,1,4K,5.99
S118,3,A,1,Small,Moderate,Ad_Free,4,4K,19.99
S118,3,B,0,Small,None,Ad_Free,4,HD,19.99
S118,3,C,0,Small,Moderate,With_Ads,1,4K,14.99
S118,3,None,0,,,,,,
S118,4,A,0,Small,None,Ad_Free,4,4K,5.99
S118,4,B,1,Large,None,Ad_Free,2,4K,5.99
S118,4,C,0,Medium,None,With_Ads,2,4K,19.99
S118,4,None,0,,,,,,
S118,4,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S118,5,A,0,Small,None,Ad_Free,2,HD,5.99
S118,5,B,0,Large,None,With_Ads,1,HD,5.99
S118,5,C,1,Medium,None,With_Ads,1,4K,14.99
S118,5,None,0,,,,,,
S118,6,A,1,Medium,Extensive,Ad_Free,1,HD,19.99
S118,6,B,0,Large,Extensive,Ad_Free,2,HD,19.99
S118,6,C,0,Large,None,Ad_Free,2,HD,19.99
S118,6,None,0,,,,,,
S118,7,A,1,Small,Extensive,With_Ads,2,4K,14.99
S118,7,B,0,Large,Extensive,With_Ads,1,4K,14.99
S118,7,C,0,Small,Extensive,With_Ads,4,HD,5.99
S118,8,A,0,Medium,Moderate,With_Ads,4,HD,9.99
S118,8,B,0,Small,None,Ad_Free,2,HD,19.99
S118,8,C,1,Medium,Moderate,With_Ads,4,HD,5.99
S118,8,None,0,,,,,,
S118,8,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S118,9,A,0,Large,Moderate,Ad_Free,1,HD,5.99
S118,9,B,0,Medium,Moderate,With_Ads,1,HD,19.99
S118,9,C,1,Large,Moderate,Ad_Free,1,HD,14.99
S118,9,None,0,,,,,,
S118,10,A,0,Small,Extensive,Ad_Free,2,HD,19.99
S118,10,B,1,Medium,Extensive,Ad_Free,2,4K,9.99
S118,10,C,0,Large,None,With_Ads,4,4K,19.99
S118,10,None,0,,,,,,
S119,1,A,0,Small,None,With_Ads,1,4K,5.99
S119,1,B,0,Large,None,With_Ads,2,HD,19.99
S119,1,C,1,Large,Moderate,With_Ads,1,HD,14.99
S119,1,None,0,,,,,,
S119,2,A,0,Small,None,With_Ads,1,4K,19.99
S119,2,B,0,Medium,None,Ad_Free,1,HD,19.99
S119,2,C,1,Large,Moderate,Ad_Free,1,4K,19.99
S119,2,None,0,,,,,,
S119,3,A,0,Small,None,Ad_Free,4,HD,14.99
S119,3,B,1,Large,Moderate,Ad_Free,2,4K,5.99
S119,3,C,0,Small,Moderate,Ad_Free,2,4K,14.99
S119,3,None,0,,,,,,
S119,4,A,0,Large,Moderate,With_Ads,4,4K,5.99
S119,4,B,1,Medium,Extensive,With_Ads,1,4K,5.99
S119,4,C,0,Large,Extensive,With_Ads,2,4K,14.99
S119,4,None,0,,,,,,
S119,5,A,0,Small,Extensive,Ad_Free,1,HD,19.99
S119,5,B,1,Medium,None,Ad_Free,4,HD,5.99
S119,5,C,0,Medium,Moderate,Ad_Free,4,4K,19.99
S119,5,None,0,,,,,,
S119,5,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S119,6,A,0,Large,Moderate,With_Ads,1,HD,5.99
S119,6,B,1,Medium,Moderate,Ad_Free,1,4K,14.99
S119,6,C,0,Large,None,With_Ads,1,4K,14.99
S119,6,None,0,,,,,,
S119,7,A,0,Medium,Extensive,With_Ads,2,HD,14.99
S119,7,B,0,Small,Extensive,Ad_Free,4,HD,5.99
S119,7,C,1,Large,None,With_Ads,2,HD,19.99
S119,7,None,0,,,,,,
S119,7,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S119,8,A,0,Medium,None,Ad_Free,1,HD,19.99
S119,8,B,1,Large,Moderate,With_Ads,2,4K,14.99
S119,8,C,0,Large,None,With_Ads,1,4K,5.99
S119,8,None,0,,,,,,
S119,9,A,1,Medium,None,Ad_Free,1,HD,9.99
S119,9,B,0,Small,None,With_Ads,4,HD,5.99
S119,9,C,0,Small,Moderate,With_Ads,1,4K,19.99
S119,9,None,0,,,,,,
S119,10,A,0,Medium,None,Ad_Free,1,HD,5.99
S119,10,B,0,Small,Moderate,Ad_Free,2,HD,14.99
S119,10,C,1,Medium,None,Ad_Free,2,HD,5.99
S119,10,None,0,,,,,,
S120,1,A,0,Small,None,With_Ads,1,HD,19.99
S120,1,B,1,Large,Extensive,With_Ads,2,HD,5.99
S120,1,C,0,Large,None,With_Ads,4,4K,14.99
S120,1,None,0,,,,,,
S120,2,A,0,Large,None,With_Ads,2,HD,9.99
S120,2,B,0,Small,Extensive,With_Ads,4,HD,14.99
S120,2,C,1,Small,Extensive,With_Ads,2,HD,14.99
S120,2,None,0,,,,,,
S120,3,A,0,Medium,Extensive,Ad_Free,2,4K,19.99
S120,3,B,1,Large,Extensive,Ad_Free,1,4K,9.99
S120,3,C,0,Medium,Moderate,With_Ads,1,4K,5.99
S120,3,None,0,,,,,,
S120,3,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S120,4,A,1,Medium,Extensive,Ad_Free,4,4K,5.99
S120,4,B,0,Large,Moderate,Ad_Free,2,4K,9.99
S120,4,C,0,Small,None,With_Ads,1,HD,14.99
S120,4,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S120,5,A,0,Small,Moderate,Ad_Free,2,HD,9.99
S120,5,B,0,Large,Extensive,With_Ads,4,4K,5.99
S120,5,C,1,Large,Extensive,Ad_Free,4,HD,5.99
S120,5,None,0,,,,,,
S120,6,A,0,Large,None,Ad_Free,1,HD,5.99
S120,6,B,1,Medium,Moderate,Ad_Free,4,4K,9.99
S120,6,C,0,Small,Extensive,With_Ads,4,HD,19.99
S120,7,A,0,Small,None,With_Ads,1,HD,5.99
S120,7,B,1,Small,Extensive,Ad_Free,2,HD,5.99
S120,7,C,0,Medium,None,With_Ads,2,4K,19.99
S120,8,A,0,Medium,Extensive,Ad_Free,1,HD,9.99
S120,8,B,1,Large,Extensive,Ad_Free,1,4K,9.99
S120,8,C,0,Small,Moderate,With_Ads,4,HD,5.99
S120,8,None,0,,,,,,
S120,9,A,0,Small,Moderate,Ad_Free,4,HD,19.99
S120,9,B,0,Medium,Extensive,Ad_Free,2,4K,19.99
S120,9,C,1,Medium,Moderate,Ad_Free,1,4K,9.99
S120,9,None,0,,,,,,
S120,9,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S120,10,A,0,Small,None,With_Ads,4,4K,14.99
S120,10,B,1,Large,None,Ad_Free,2,4K,5.99
S120,10,C,0,Small,Moderate,With_Ads,4,4K,19.99
S120,10,None,0,,,,,,
S121,1,A,0,Medium,None,Ad_Free,1,HD,14.99
S121,1,B,0,Medium,None,With_Ads,2,HD,19.99
S121,1,C,1,Large,None,Ad_Free,1,HD,9.99
S121,1,None,0,,,,,,
S121,1,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S121,2,A,1,Large,None,Ad_Free,2,4K,19.99
S121,2,B,0,Small,None,With_Ads,4,4K,14.99
S121,2,C,0,Medium,Moderate,With_Ads,2,HD,9.99
S121,2,None,0,,,,,,
S121,3,A,0,Small,Moderate,Ad_Free,2,HD,5.99
S121,3,B,1,Large,Extensive,Ad_Free,4,HD,9.99
S121,3,C,0,Large,Extensive,With_Ads,2,4K,19.99
S121,3,None,0,,,,,,
S121,4,A,1,Medium,None,With_Ads,4,HD,9.99
S121,4,B,0,Large,None,With_Ads,4,HD,14.99
S121,4,C,0,Small,Moderate,With_Ads,4,4K,14.99
S121,4,None,0,,,,,,
S121,5,A,0,Medium,Extensive,With_Ads,2,HD,5.99
S121,5,B,0,Medium,Moderate,With_Ads,2,4K,19.99
S121,5,C,1,Large,Moderate,With_Ads,1,4K,19.99
S121,6,A,0,Large,None,Ad_Free,1,HD,14.99
S121,6,B,0,Medium,Moderate,Ad_Free,2,HD,14.99
S121,6,C,1,Large,Extensive,Ad_Free,2,HD,5.99
S121,6,None,0,,,,,,
S121,7,A,0,Large,None,With_Ads,4,4K,14.99
S121,7,B,0,Medium,Moderate,Ad_Free,1,HD,9.99
S121,7,C,1,Large,None,With_Ads,1,4K,5.99
S121,7,None,0,,,,,,
S121,7,Netflix,0,Large,Extensive,Ad_Free,4,4K,15.99
S121,8,A,0,Medium,Extensive,With_Ads,1,HD,5.99
S121,8,B,1,Large,Extensive,With_Ads,4,HD,9.99
S121,8,C,0,Large,None,With_Ads,4,4K,5.99
S121,9,A,0,Large,Moderate,With_Ads,4,4K,9.99
S121,9,B,0,Large,Extensive,With_Ads,4,HD,19.99
S121,9,C,1,Large,Moderate,Ad_Free,2,HD,5.99
S121,9,None,0,,,,,,
S121,10,A,0,Large,Moderate,Ad_Free,1,4K,14.99
S121,10,B,1,Large,Extensive,Ad_Free,1,4K,14.99
S121,10,C,0,Large,None,With_Ads,1,HD,9.99
S121,10,None,0,,,,,,
S122,1,A,0,Small,None,With_Ads,1,4K,14.99
S122,1,B,1,Large,Moderate,With_Ads,1,4K,14.99
S122,1,C,0,Medium,None,With_Ads,1,4K,14.99
S122,2,A,0,Small,None,Ad_Free,4,4K,14.99
S122,2,B,0,Small,Moderate,With_Ads,4,4K,5.99
S122,2,C,1,Medium,None,With_Ads,4,4K,9.99
S122,3,A,1,Large,Extensive,Ad_Free,2,HD,5.99
S122,3,B,0,Small,Moderate,Ad_Free,4,HD,14.99
S122,3,C,0,Medium,Moderate,With_Ads,1,4K,9.99
S122,3,None,0,,,,,,
S122,4,A,1,Medium,None,Ad_Free,1,4K,9.99
S122,4,B,0,Large,Moderate,With_Ads,2,HD,19.99
S122,4,C,0,Medium,Extensive,With_Ads,1,HD,14.99
S122,4,None,0,,,,,,
S122,5,A,0,Medium,None,Ad_Free,4,HD,19.99
S122,5,B,1,Medium,Extensive,With_Ads,1,4K,14.99
S122,5,C,0,Large,None,Ad_Free,4,HD,14.99
S122,5,DisneyPlus,0,Medium,Extensive,Ad_Free,4,4K,10.99
S122,6,A,0,Large,Moderate,Ad_Free,4,HD,14.99
S122,6,B,0,Small,Moderate,Ad_Free,1,4K,5.99
S122,6,C,1,Large,Extensive,Ad_Free,2,4K,5.99
S122,6,None,0,,,,,,
