respondent_id,task_id,alternative_id,chosen,course_format,weekly_hours,assessment_style
S028,15,D,0,Traditional_Lecture,5.5,Projects
S028,15,None,0,,,
S028,16,A,1,Traditional_Lecture,3.5,Exams
S028,16,B,0,Competitor_ProjectBased,4.5,Exams
S028,16,C,0,Competitor_ProjectBased,2.5,Mixed
S028,16,D,0,Traditional_Lecture,2.5,Projects
S028,16,None,0,,,
S028,17,A,0,Competitor_FlippedClassroom,5.5,Mixed
S028,17,B,0,Competitor_FlippedClassroom,8.0,CaseStudies
S028,17,C,0,Competitor_FlippedClassroom,8.0,Mixed
S028,17,D,0,Competitor_ProjectBased,4.5,Exams
S028,17,None,1,,,
S028,18,A,0,Competitor_ProjectBased,5.5,Mixed
S028,18,B,0,Competitor_ProjectBased,8.0,Exams
S028,18,C,0,Traditional_Lecture,3.5,Projects
S028,18,D,1,Competitor_ProjectBased,3.5,CaseStudies
S028,18,None,0,,,
S028,19,A,0,Competitor_HybridOnline,8.0,CaseStudies
S028,19,B,0,Traditional_Lecture,2.5,CaseStudies
S028,19,C,0,Competitor_ProjectBased,3.5,Exams
S028,19,D,1,Competitor_ProjectBased,3.5,Projects
S028,19,None,0,,,
S028,20,A,1,Competitor_HybridOnline,4.5,Mixed
S028,20,B,0,Competitor_HybridOnline,5.5,CaseStudies
S028,20,C,0,Competitor_HybridOnline,6.5,Mixed
S028,20,D,0,Competitor_FlippedClassroom,8.0,Projects
S028,20,None,0,,,
S028,21,A,0,Competitor_HybridOnline,5.5,CaseStudies
S028,21,B,0,Competitor_HybridOnline,6.5,Projects
S028,21,C,0,Competitor_HybridOnline,2.5,CaseStudies
S028,21,D,0,Competitor_FlippedClassroom,8.0,Exams
S028,21,None,1,,,
S028,22,A,1,Competitor_FlippedClassroom,4.5,Exams
S028,22,B,0,Competitor_FlippedClassroom,2.5,Mixed
S028,22,C,0,Competitor_HybridOnline,3.5,Exams
S028,22,D,0,Traditional_Lecture,4.5,Mixed
S028,22,None,0,,,
S028,23,A,0,Competitor_FlippedClassroom,4.5,CaseStudies
S028,23,B,0,Competitor_FlippedClassroom,6.5,CaseStudies
S028,23,C,1,Competitor_FlippedClassroom,3.5,Projects
S028,23,D,0,Traditional_Lecture,8.0,Projects
S028,23,None,0,,,
S028,24,A,0,Traditional_Lecture,8.0,Projects
S028,24,B,0,Competitor_HybridOnline,8.0,Exams
S028,24,C,1,Competitor_HybridOnline,4.5,Exams
S028,24,D,0,Traditional_Lecture,8.0,Exams
S028,24,None,0,,,
S028,25,A,1,Competitor_HybridOnline,6.5,Projects
S028,25,B,0,Traditional_Lecture,3.5,Mixed
S028,25,C,0,Competitor_FlippedClassroom,2.5,Projects
S028,25,D,0,Traditional_Lecture,2.5,CaseStudies
S028,25,None,0,,,
S028,26,A,0,Competitor_FlippedClassroom,3.5,CaseStudies
S028,26,B,0,Competitor_FlippedClassroom,8.0,Mixed
S028,26,C,1,Competitor_HybridOnline,5.5,Mixed
S028,26,D,0,Competitor_HybridOnline,8.0,Exams
S028,26,None,0,,,
S028,27,A,1,Competitor_ProjectBased,2.5,Projects
S028,27,B,0,Traditional_Lecture,8.0,Exams
S028,27,C,0,Competitor_FlippedClassroom,6.5,Projects
S028,27,D,0,Traditional_Lecture,5.5,CaseStudies
S028,27,None,0,,,
S028,28,A,1,Competitor_HybridOnline,6.5,Mixed
S028,28,B,0,Competitor_ProjectBased,8.0,Projects
S028,28,C,0,Competitor_HybridOnline,3.5,Mixed
S028,28,D,0,Traditional_Lecture,6.5,CaseStudies
S028,28,None,0,,,
S028,29,A,0,Competitor_FlippedClassroom,8.0,Projects
S028,29,B,1,Competitor_HybridOnline,6.5,Exams
S028,29,C,0,Competitor_FlippedClassroom,5.5,Projects
S028,29,D,0,Traditional_Lecture,8.0,CaseStudies
S028,29,None,0,,,
S028,30,A,0,Competitor_HybridOnline,4.5,CaseStudies
S028,30,B,0,Competitor_HybridOnline,3.5,Exams
S028,30,C,0,Competitor_ProjectBased,8.0,CaseStudies
S028,30,D,1,Competitor_FlippedClassroom,4.5,Exams
S028,30,None,0,,,
S029,1,A,0,Traditional_Lecture,2.5,Mixed
S029,1,B,0,Competitor_ProjectBased,2.5,Projects
S029,1,C,0,Competitor_ProjectBased,3.5,Exams
S029,1,D,0,Traditional_Lecture,3.5,Exams
S029,1,None,1,,,
S029,2,A,0,Competitor_ProjectBased,3.5,Projects
S029,2,B,1,Traditional_Lecture,3.5,Mixed
S029,2,C,0,Traditional_Lecture,6.5,Exams
S029,2,D,0,Competitor_HybridOnline,2.5,Exams
S029,2,None,0,,,
S029,3,A,0,Competitor_ProjectBased,2.5,Mixed
S029,3,B,0,Traditional_Lecture,4.5,Mixed
S029,3,C,0,Competitor_HybridOnline,6.5,Projects
S029,3,D,1,Competitor_ProjectBased,5.5,Mixed
S029,3,None,0,,,
S029,4,A,1,Competitor_FlippedClassroom,8.0,Exams
S029,4,B,0,Competitor_ProjectBased,5.5,Exams
S029,4,C,0,Competitor_FlippedClassroom,2.5,CaseStudies
S029,4,D,0,Competitor_HybridOnline,6.5,Exams
S029,4,None,0,,,
S029,5,A,0,Competitor_ProjectBased,3.5,Projects
S029,5,B,0,Competitor_HybridOnline,2.5,Exams
S029,5,C,1,Competitor_FlippedClassroom,3.5,Projects
S029,5,D,0,Competitor_FlippedClassroom,6.5,Mixed
S029,5,None,0,,,
S029,6,A,0,Competitor_HybridOnline,3.5,Mixed
S029,6,B,1,Competitor_ProjectBased,4.5,CaseStudies
S029,6,C,0,Traditional_Lecture,8.0,CaseStudies
S029,6,D,0,Competitor_FlippedClassroom,3.5,Exams
S029,6,None,0,,,
S029,7,A,1,Competitor_FlippedClassroom,6.5,CaseStudies
S029,7,B,0,Traditional_Lecture,2.5,Projects
S029,7,C,0,Competitor_ProjectBased,6.5,Exams
S029,7,D,0,Competitor_HybridOnline,2.5,CaseStudies
S029,7,None,0,,,
S029,8,A,0,Competitor_ProjectBased,3.5,Mixed
S029,8,B,0,Competitor_FlippedClassroom,2.5,Mixed
S029,8,C,0,Competitor_ProjectBased,4.5,Exams
S029,8,D,1,Traditional_Lecture,3.5,CaseStudies
S029,8,None,0,,,
S029,9,A,0,Competitor_ProjectBased,5.5,Mixed
S029,9,B,0,Competitor_HybridOnline,8.0,Projects
S029,9,C,1,Traditional_Lecture,6.5,CaseStudies
S029,9,D,0,Traditional_Lecture,4.5,Mixed
S029,9,None,0,,,
S029,10,A,0,Competitor_HybridOnline,5.5,Projects
S029,10,B,0,Competitor_HybridOnline,4.5,Mixed
S029,10,C,1,Competitor_ProjectBased,2.5,CaseStudies
S029,10,D,0,Competitor_HybridOnline,4.5,Exams
S029,10,None,0,,,
S029,11,A,0,Traditional_Lecture,8.0,Projects
S029,11,B,1,Traditional_Lecture,3.5,Exams
S029,11,C,0,Competitor_ProjectBased,5.5,Projects
S029,11,D,0,Competitor_HybridOnline,2.5,Projects
S029,11,None,0,,,
S029,12,A,0,Competitor_HybridOnline,5.5,Exams
S029,12,B,1,Competitor_ProjectBased,5.5,CaseStudies
S029,12,C,0,Competitor_HybridOnline,2.5,Exams
S029,12,D,0,Competitor_FlippedClassroom,8.0,Exams
S029,12,None,0,,,
S029,13,A,0,Competitor_HybridOnline,5.5,Projects
S029,13,B,1,Competitor_HybridOnline,4.5,Exams
S029,13,C,0,Competitor_ProjectBased,4.5,CaseStudies
S029,13,D,0,Competitor_FlippedClassroom,8.0,CaseStudies
S029,13,None,0,,,
S029,14,A,0,Traditional_Lecture,4.5,CaseStudies
S029,14,B,1,Traditional_Lecture,6.5,Projects
S029,14,C,0,Competitor_HybridOnline,3.5,Projects
S029,14,D,0,Competitor_ProjectBased,6.5,Exams
S029,14,None,0,,,
S029,15,A,0,Competitor_HybridOnline,2.5,Mixed
S029,15,B,0,Competitor_HybridOnline,5.5,Projects
S029,15,C,0,Traditional_Lecture,3.5,Exams
S029,15,D,1,Competitor_HybridOnline,4.5,Mixed
S029,15,None,0,,,
S029,16,A,0,Competitor_FlippedClassroom,2.5,Projects
S029,16,B,0,Traditional_Lecture,4.5,CaseStudies
S029,16,C,1,Traditional_Lecture,4.5,CaseStudies
S029,16,D,0,Competitor_HybridOnline,6.5,Projects
S029,16,None,0,,,
S029,17,A,0,Competitor_ProjectBased,3.5,Exams
S029,17,B,0,Traditional_Lecture,5.5,Mixed
S029,17,C,1,Competitor_ProjectBased,3.5,Projects
S029,17,D,0,Competitor_ProjectBased,5.5,CaseStudies
S029,17,None,0,,,
S029,18,A,1,Competitor_HybridOnline,6.5,Projects
S029,18,B,0,Competitor_HybridOnline,4.5,CaseStudies
S029,18,C,0,Traditional_Lecture,6.5,Projects
S029,18,D,0,Traditional_Lecture,8.0,Projects
S029,18,None,0,,,
S029,19,A,0,Competitor_ProjectBased,8.0,Mixed
S029,19,B,0,Traditional_Lecture,3.5,CaseStudies
S029,19,C,0,Competitor_FlippedClassroom,5.5,Mixed
S029,19,D,1,Traditional_Lecture,8.0,CaseStudies
S029,19,None,0,,,
S029,20,A,0,Competitor_ProjectBased,6.5,Exams
S029,20,B,0,Competitor_HybridOnline,3.5,CaseStudies
S029,20,C,0,Traditional_Lecture,2.5,Projects
S029,20,D,1,Competitor_FlippedClassroom,5.5,Projects
S029,20,None,0,,,
S029,21,A,1,Competitor_HybridOnline,3.5,Mixed
S029,21,B,0,Competitor_FlippedClassroom,3.5,Exams
S029,21,C,0,Competitor_ProjectBased,4.5,Exams
S029,21,D,0,Competitor_ProjectBased,4.5,Exams
S029,21,None,0,,,
S029,22,A,0,Competitor_HybridOnline,8.0,CaseStudies
S029,22,B,0,Competitor_HybridOnline,5.5,Mixed
S029,22,C,1,Competitor_ProjectBased,6.5,CaseStudies
S029,22,D,0,Competitor_ProjectBased,2.5,Projects
S029,22,None,0,,,
S029,23,A,0,Competitor_HybridOnline,5.5,Mixed
S029,23,B,0,Competitor_FlippedClassroom,6.5,Projects
S029,23,C,1,Competitor_HybridOnline,5.5,Mixed
S029,23,D,0,Competitor_HybridOnline,8.0,Mixed
S029,23,None,0,,,
S029,24,A,0,Traditional_Lecture,2.5,Exams
S029,24,B,0,Traditional_Lecture,8.0,Exams
S029,24,C,0,Competitor_HybridOnline,2.5,CaseStudies
S029,24,D,1,Traditional_Lecture,8.0,CaseStudies
S029,24,None,0,,,
S029,25,A,1,Traditional_Lecture,8.0,Mixed
S029,25,B,0,Competitor_HybridOnline,3.5,Projects
S029,25,C,0,Competitor_HybridOnline,6.5,CaseStudies
S029,25,D,0,Traditional_Lecture,3.5,CaseStudies
S029,25,None,0,,,
S029,26,A,0,Traditional_Lecture,4.5,CaseStudies
S029,26,B,0,Competitor_HybridOnline,8.0,CaseStudies
S029,26,C,1,Traditional_Lecture,4.5,Projects
S029,26,D,0,Competitor_ProjectBased,4.5,Mixed
S029,26,None,0,,,
S029,27,A,0,Competitor_ProjectBased,5.5,Projects
S029,27,B,0,Traditional_Lecture,5.5,Exams
S029,27,C,0,Traditional_Lecture,2.5,Projects
S029,27,D,1,Competitor_ProjectBased,6.5,Mixed
S029,27,None,0,,,
S029,28,A,0,Competitor_ProjectBased,3.5,CaseStudies
S029,28,B,1,Competitor_FlippedClassroom,6.5,CaseStudies
S029,28,C,0,Competitor_FlippedClassroom,6.5,CaseStudies
S029,28,D,0,Traditional_Lecture,6.5,CaseStudies
S029,28,None,0,,,
S029,29,A,0,Competitor_FlippedClassroom,8.0,CaseStudies
S029,29,B,0,Competitor_FlippedClassroom,5.5,Mixed
S029,29,C,0,Competitor_FlippedClassroom,5.5,Projects
S029,29,D,1,Traditional_Lecture,8.0,Projects
S029,29,None,0,,,
S029,30,A,0,Traditional_Lecture,8.0,CaseStudies
S029,30,B,0,Competitor_ProjectBased,6.5,Projects
S029,30,C,1,Competitor_ProjectBased,3.5,Exams
S029,30,D,0,Traditional_Lecture,2.5,CaseStudies
S029,30,None,0,,,
S030,1,A,0,Traditional_Lecture,8.0,Projects
S030,1,B,0,Traditional_Lecture,6.5,Exams
S030,1,C,1,Competitor_HybridOnline,2.5,Projects
S030,1,D,0,Competitor_HybridOnline,8.0,Mixed
S030,1,None,0,,,
S030,2,A,0,Competitor_FlippedClassroom,3.5,Projects
S030,2,B,0,Competitor_ProjectBased,3.5,Projects
S030,2,C,0,Competitor_HybridOnline,4.5,Exams
S030,2,D,1,Competitor_ProjectBased,2.5,Projects
S030,2,None,0,,,
S030,3,A,0,Traditional_Lecture,8.0,Exams
S030,3,B,0,Traditional_Lecture,5.5,Exams
S030,3,C,0,Traditional_Lecture,3.5,Mixed
S030,3,D,1,Competitor_ProjectBased,3.5,Exams
S030,3,None,0,,,
S030,4,A,0,Traditional_Lecture,5.5,Mixed
S030,4,B,0,Competitor_FlippedClassroom,5.5,Exams
S030,4,C,1,Competitor_HybridOnline,2.5,CaseStudies
S030,4,D,0,Traditional_Lecture,5.5,Exams
S030,4,None,0,,,
S030,5,A,0,Competitor_FlippedClassroom,8.0,CaseStudies
S030,5,B,1,Competitor_HybridOnline,4.5,CaseStudies
S030,5,C,0,Competitor_FlippedClassroom,3.5,Mixed
S030,5,D,0,Traditional_Lecture,3.5,Exams
S030,5,None,0,,,
S030,6,A,0,Traditional_Lecture,4.5,Mixed
S030,6,B,1,Competitor_HybridOnline,6.5,Exams
S030,6,C,0,Competitor_FlippedClassroom,6.5,Mixed
S030,6,D,0,Traditional_Lecture,3.5,Exams
S030,6,None,0,,,
S030,7,A,0,Traditional_Lecture,6.5,Projects
S030,7,B,0,Competitor_FlippedClassroom,4.5,Exams
S030,7,C,1,Competitor_FlippedClassroom,2.5,Mixed
S030,7,D,0,Competitor_FlippedClassroom,3.5,Exams
S030,7,None,0,,,
S030,8,A,0,Competitor_FlippedClassroom,4.5,Mixed
S030,8,B,0,Competitor_HybridOnline,3.5,Exams
S030,8,C,0,Competitor_ProjectBased,8.0,Mixed
S030,8,D,1,Competitor_HybridOnline,8.0,CaseStudies
S030,8,None,0,,,
S030,9,A,0,Competitor_HybridOnline,6.5,CaseStudies
S030,9,B,0,Competitor_FlippedClassroom,4.5,Projects
S030,9,C,1,Competitor_FlippedClassroom,8.0,Mixed
S030,9,D,0,Competitor_HybridOnline,2.5,Mixed
S030,9,None,0,,,
S030,10,A,1,Competitor_FlippedClassroom,3.5,CaseStudies
S030,10,B,0,Competitor_HybridOnline,5.5,CaseStudies
S030,10,C,0,Competitor_ProjectBased,4.5,Exams
S030,10,D,0,Competitor_HybridOnline,5.5,Projects
S030,10,None,0,,,
S030,11,A,0,Competitor_ProjectBased,4.5,Exams
S030,11,B,1,Competitor_HybridOnline,3.5,Exams
S030,11,C,0,Competitor_ProjectBased,6.5,CaseStudies
S030,11,D,0,Competitor_ProjectBased,6.5,Mixed
S030,11,None,0,,,
S030,12,A,0,Competitor_HybridOnline,2.5,Exams
S030,12,B,0,Competitor_FlippedClassroom,4.5,CaseStudies
S030,12,C,1,Competitor_FlippedClassroom,4.5,Projects
S030,12,D,0,Traditional_Lecture,3.5,Mixed
S030,12,None,0,,,
S030,13,A,0,Competitor_ProjectBased,3.5,Mixed
S030,13,B,1,Traditional_Lecture,2.5,Mixed
S030,13,C,0,Traditional_Lecture,8.0,Mixed
S030,13,D,0,Competitor_FlippedClassroom,5.5,Mixed
S030,13,None,0,,,
S030,14,A,1,Competitor_FlippedClassroom,6.5,Exams
S030,14,B,0,Competitor_HybridOnline,4.5,Projects
S030,14,C,0,Competitor_FlippedClassroom,2.5,Mixed
S030,14,D,0,Traditional_Lecture,6.5,CaseStudies
S030,14,None,0,,,
S030,15,A,0,Competitor_HybridOnline,4.5,Mixed
S030,15,B,0,Competitor_FlippedClassroom,3.5,Exams
S030,15,C,0,Competitor_HybridOnline,5.5,Exams
S030,15,D,1,Competitor_ProjectBased,5.5,Exams
S030,15,None,0,,,
S030,16,A,0,Traditional_Lecture,5.5,Projects
S030,16,B,1,Competitor_ProjectBased,6.5,CaseStudies
S030,16,C,0,Competitor_FlippedClassroom,6.5,Exams
S030,16,D,0,Competitor_ProjectBased,2.5,Exams
S030,16,None,0,,,
S030,17,A,0,Competitor_HybridOnline,4.5,Projects
S030,17,B,0,Competitor_HybridOnline,2.5,Exams
S030,17,C,1,Competitor_ProjectBased,8.0,Exams
S030,17,D,0,Traditional_Lecture,5.5,Exams
S030,17,None,0,,,
S030,18,A,0,Competitor_HybridOnline,8.0,Mixed
S030,18,B,1,Competitor_ProjectBased,4.5,Mixed
S030,18,C,0,Competitor_HybridOnline,2.5,Mixed
S030,18,D,0,Competitor_HybridOnline,6.5,Exams
S030,18,None,0,,,
S030,19,A,0,Competitor_HybridOnline,4.5,CaseStudies
S030,19,B,1,Competitor_HybridOnline,8.0,Exams
S030,19,C,0,Competitor_ProjectBased,6.5,Exams
S030,19,D,0,Traditional_Lecture,3.5,Exams
S030,19,None,0,,,
S030,20,A,0,Traditional_Lecture,3.5,Exams
S030,20,B,1,Competitor_ProjectBased,8.0,CaseStudies
S030,20,C,0,Competitor_FlippedClassroom,3.5,Exams
S030,20,D,0,Competitor_FlippedClassroom,8.0,Mixed
S030,20,None,0,,,
S030,21,A,0,Traditional_Lecture,8.0,Exams
S030,21,B,0,Competitor_ProjectBased,2.5,Exams
S030,21,C,0,Traditional_Lecture,4.5,Exams
S030,21,D,1,Competitor_ProjectBased,4.5,CaseStudies
S030,21,None,0,,,
S030,22,A,0,Competitor_ProjectBased,8.0,Projects
S030,22,B,1,Competitor_FlippedClassroom,6.5,CaseStudies
S030,22,C,0,Traditional_Lecture,3.5,Mixed
S030,22,D,0,Competitor_FlippedClassroom,6.5,CaseStudies
S030,22,None,0,,,
S030,23,A,0,Competitor_HybridOnline,8.0,Exams
S030,23,B,1,Competitor_FlippedClassroom,6.5,CaseStudies
S030,23,C,0,Competitor_HybridOnline,4.5,Mixed
S030,23,D,0,Competitor_HybridOnline,3.5,Exams
S030,23,None,0,,,
S030,24,A,0,Competitor_ProjectBased,4.5,Exams
S030,24,B,1,Competitor_ProjectBased,6.5,Projects
S030,24,C,0,Competitor_FlippedClassroom,8.0,Exams
S030,24,D,0,Traditional_Lecture,5.5,Exams
S030,24,None,0,,,
S030,25,A,1,Competitor_FlippedClassroom,2.5,Projects
S030,25,B,0,Competitor_HybridOnline,5.5,Projects
S030,25,C,0,Competitor_HybridOnline,2.5,Mixed
S030,25,D,0,Competitor_FlippedClassroom,6.5,Mixed
S030,25,None,0,,,
S030,26,A,1,Competitor_ProjectBased,8.0,CaseStudies
S030,26,B,0,Competitor_FlippedClassroom,6.5,Exams
S030,26,C,0,Competitor_FlippedClassroom,3.5,Mixed
S030,26,D,0,Competitor_HybridOnline,5.5,Projects
S030,26,None,0,,,
S030,27,A,0,Competitor_HybridOnline,3.5,Exams
S030,27,B,0,Competitor_ProjectBased,5.5,Projects
S030,27,C,0,Competitor_ProjectBased,6.5,Exams
S030,27,D,1,Competitor_FlippedClassroom,5.5,Exams
S030,27,None,0,,,
S030,28,A,0,Traditional_Lecture,3.5,Exams
S030,28,B,1,Competitor_HybridOnline,3.5,Mixed
S030,28,C,0,Traditional_Lecture,5.5,CaseStudies
S030,28,D,0,Competitor_ProjectBased,4.5,Exams
S030,28,None,0,,,
S030,29,A,0,Traditional_Lecture,4.5,CaseStudies
S030,29,B,1,Competitor_FlippedClassroom,3.5,CaseStudies
S030,29,C,0,Competitor_HybridOnline,6.5,Mixed
S030,29,D,0,Traditional_Lecture,5.5,Mixed
S030,29,None,0,,,
S030,30,A,0,Competitor_ProjectBased,2.5,Exams
S030,30,B,0,Competitor_HybridOnline,8.0,CaseStudies
S030,30,C,0,Competitor_FlippedClassroom,4.5,Projects
S030,30,D,1,Competitor_HybridOnline,3.5,Mixed
S030,30,None,0,,,
S031,1,A,0,Competitor_HybridOnline,6.5,CaseStudies
S031,1,B,0,Traditional_Lecture,8.0,Exams
S031,1,C,0,Competitor_FlippedClassroom,2.5,Projects
S031,1,D,1,Traditional_Lecture,2.5,Exams
S031,1,None,0,,,
S031,2,A,0,Competitor_ProjectBased,3.5,Exams
S031,2,B,1,Traditional_Lecture,4.5,Projects
S031,2,C,0,Competitor_HybridOnline,5.5,CaseStudies
S031,2,D,0,Traditional_Lecture,3.5,Mixed
S031,2,None,0,,,
S031,3,A,0,Competitor_HybridOnline,3.5,Projects
S031,3,B,0,Competitor_FlippedClassroom,4.5,Mixed
S031,3,C,0,Competitor_ProjectBased,8.0,Exams
S031,3,D,0,Traditional_Lecture,3.5,CaseStudies
S031,3,None,1,,,
S031,4,A,1,Competitor_ProjectBased,8.0,Projects
S031,4,B,0,Competitor_FlippedClassroom,4.5,Exams
S031,4,C,0,Competitor_FlippedClassroom,3.5,Mixed
S031,4,D,0,Competitor_HybridOnline,3.5,Exams
S031,4,None,0,,,
S031,5,A,0,Competitor_HybridOnline,5.5,Mixed
S031,5,B,0,Traditional_Lecture,3.5,Mixed
S031,5,C,0,Traditional_Lecture,3.5,Exams
S031,5,D,0,Competitor_ProjectBased,5.5,Exams
S031,5,None,1,,,
S031,6,A,0,Competitor_HybridOnline,3.5,CaseStudies
S031,6,B,0,Traditional_Lecture,2.5,Exams
S031,6,C,0,Competitor_ProjectBased,3.5,Projects
S031,6,D,1,Competitor_FlippedClassroom,2.5,Exams
S031,6,None,0,,,
S031,7,A,0,Competitor_ProjectBased,8.0,Mixed
S031,7,B,1,Competitor_HybridOnline,5.5,Mixed
S031,7,C,0,Competitor_ProjectBased,8.0,CaseStudies
S031,7,D,0,Competitor_ProjectBased,4.5,CaseStudies
S031,7,None,0,,,
S031,8,A,0,Traditional_Lecture,4.5,Mixed
S031,8,B,0,Competitor_ProjectBased,6.5,CaseStudies
S031,8,C,0,Traditional_Lecture,4.5,Exams
S031,8,D,0,Competitor_FlippedClassroom,5.5,Projects
S031,8,None,1,,,
S031,9,A,1,Competitor_FlippedClassroom,4.5,CaseStudies
S031,9,B,0,Traditional_Lecture,3.5,CaseStudies
S031,9,C,0,Competitor_ProjectBased,3.5,Exams
S031,9,D,0,Competitor_FlippedClassroom,5.5,Exams
S031,9,None,0,,,
S031,10,A,0,Competitor_ProjectBased,8.0,CaseStudies
S031,10,B,0,Competitor_FlippedClassroom,4.5,Mixed
S031,10,C,1,Competitor_ProjectBased,5.5,CaseStudies
S031,10,D,0,Competitor_ProjectBased,4.5,Projects
S031,10,None,0,,,
S031,11,A,0,Traditional_Lecture,6.5,Mixed
S031,11,B,0,Traditional_Lecture,5.5,CaseStudies
S031,11,C,0,Competitor_ProjectBased,4.5,Exams
S031,11,D,1,Traditional_Lecture,5.5,Projects
S031,11,None,0,,,
S031,12,A,0,Competitor_HybridOnline,8.0,Projects
S031,12,B,1,Competitor_ProjectBased,6.5,Projects
S031,12,C,0,Competitor_ProjectBased,5.5,Mixed
S031,12,D,0,Traditional_Lecture,4.5,Exams
S031,12,None,0,,,
S031,13,A,1,Competitor_HybridOnline,2.5,Projects
S031,13,B,0,Competitor_ProjectBased,6.5,Exams
S031,13,C,0,Traditional_Lecture,5.5,Mixed
S031,13,D,0,Traditional_Lecture,5.5,Mixed
S031,13,None,0,,,
S031,14,A,0,Traditional_Lecture,2.5,Mixed
S031,14,B,0,Competitor_FlippedClassroom,4.5,Mixed
S031,14,C,1,Competitor_FlippedClassroom,2.5,Mixed
S031,14,D,0,Competitor_FlippedClassroom,8.0,Projects
S031,14,None,0,,,
S031,15,A,1,Competitor_HybridOnline,6.5,Exams
S031,15,B,0,Competitor_ProjectBased,3.5,Exams
S031,15,C,0,Competitor_HybridOnline,4.5,Projects
S031,15,D,0,Competitor_HybridOnline,5.5,CaseStudies
S031,15,None,0,,,
S031,16,A,0,Traditional_Lecture,4.5,Mixed
S031,16,B,0,Competitor_ProjectBased,3.5,CaseStudies
S031,16,C,1,Competitor_ProjectBased,6.5,Projects
S031,16,D,0,Competitor_FlippedClassroom,4.5,Projects
S031,16,None,0,,,
S031,17,A,1,Competitor_HybridOnline,6.5,Projects
S031,17,B,0,Competitor_ProjectBased,4.5,Exams
S031,17,C,0,Competitor_ProjectBased,6.5,CaseStudies
S031,17,D,0,Competitor_FlippedClassroom,5.5,CaseStudies
S031,17,None,0,,,
S031,18,A,0,Traditional_Lecture,3.5,CaseStudies
S031,18,B,0,Competitor_ProjectBased,6.5,Mixed
S031,18,C,1,Competitor_HybridOnline,4.5,CaseStudies
S031,18,D,0,Competitor_HybridOnline,5.5,CaseStudies
S031,18,None,0,,,
S031,19,A,0,Competitor_HybridOnline,2.5,Exams
S031,19,B,1,Competitor_HybridOnline,2.5,Projects
S031,19,C,0,Competitor_ProjectBased,3.5,Mixed
S031,19,D,0,Competitor_FlippedClassroom,6.5,Mixed
S031,19,None,0,,,
S031,20,A,1,Traditional_Lecture,5.5,Projects
S031,20,B,0,Competitor_HybridOnline,8.0,Exams
S031,20,C,0,Competitor_HybridOnline,6.5,CaseStudies
S031,20,D,0,Traditional_Lecture,2.5,Exams
S031,20,None,0,,,
S031,21,A,0,Competitor_ProjectBased,8.0,Exams
S031,21,B,0,Competitor_ProjectBased,6.5,Exams
S031,21,C,1,Competitor_ProjectBased,6.5,CaseStudies
S031,21,D,0,Competitor_ProjectBased,2.5,Exams
S031,21,None,0,,,
S031,22,A,1,Traditional_Lecture,8.0,Projects
S031,22,B,0,Competitor_FlippedClassroom,6.5,CaseStudies
S031,22,C,0,Competitor_FlippedClassroom,3.5,Projects
S031,22,D,0,Competitor_ProjectBased,8.0,Mixed
S031,22,None,0,,,
S031,23,A,0,Traditional_Lecture,5.5,Projects
S031,23,B,0,Traditional_Lecture,2.5,Exams
S031,23,C,0,Competitor_FlippedClassroom,6.5,Exams
S031,23,D,1,Traditional_Lecture,3.5,Projects
S031,23,None,0,,,
S031,24,A,0,Traditional_Lecture,5.5,Exams
S031,24,B,0,Competitor_HybridOnline,5.5,Exams
S031,24,C,0,Traditional_Lecture,4.5,CaseStudies
S031,24,D,1,Competitor_HybridOnline,3.5,Projects
S031,24,None,0,,,
S031,25,A,0,Competitor_ProjectBased,6.5,CaseStudies
S031,25,B,0,Traditional_Lecture,5.5,Projects
S031,25,C,0,Traditional_Lecture,3.5,Projects
S031,25,D,1,Competitor_FlippedClassroom,3.5,Projects
S031,25,None,0,,,
S031,26,A,0,Competitor_HybridOnline,5.5,Mixed
S031,26,B,0,Competitor_ProjectBased,8.0,Exams
S031,26,C,0,Competitor_HybridOnline,4.5,Mixed
S031,26,D,0,Competitor_HybridOnline,5.5,Exams
S031,26,None,1,,,
S031,27,A,1,Competitor_HybridOnline,5.5,CaseStudies
S031,27,B,0,Competitor_FlippedClassroom,2.5,Mixed
S031,27,C,0,Competitor_HybridOnline,2.5,CaseStudies
S031,27,D,0,Traditional_Lecture,6.5,Mixed
S031,27,None,0,,,
S031,28,A,1,Traditional_Lecture,8.0,CaseStudies
S031,28,B,0,Traditional_Lecture,4.5,Projects
S031,28,C,0,Competitor_HybridOnline,8.0,CaseStudies
S031,28,D,0,Competitor_ProjectBased,2.5,Projects
S031,28,None,0,,,
S031,29,A,0,Competitor_ProjectBased,6.5,Projects
S031,29,B,0,Competitor_ProjectBased,8.0,CaseStudies
S031,29,C,0,Traditional_Lecture,3.5,Projects
S031,29,D,1,Competitor_ProjectBased,8.0,Mixed
S031,29,None,0,,,
S031,30,A,0,Competitor_HybridOnline,8.0,Projects
S031,30,B,0,Competitor_ProjectBased,8.0,Mixed
S031,30,C,0,Competitor_HybridOnline,2.5,CaseStudies
S031,30,D,1,Competitor_HybridOnline,5.5,Projects
S031,30,None,0,,,
S032,1,A,0,Competitor_ProjectBased,3.5,Mixed
S032,1,B,0,Competitor_ProjectBased,6.5,CaseStudies
S032,1,C,0,Traditional_Lecture,2.5,Exams
S032,1,D,1,Competitor_FlippedClassroom,3.5,Exams
