respondent_id,task_id,alternative_id,chosen,Music Library,Audio Quality,Podcast Access,Social Features,Price Tier
33,1,3,1,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
33,2,1,0,80M songs,Lossless,None,Live Listening,$5.99/mo
33,2,2,1,50M songs,Lossless,Limited,None,Free w/ Ads
33,2,3,0,100M+ songs,Standard,None,Live Listening,Free w/ Ads
33,3,1,0,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
33,3,2,1,100M+ songs,High-Fi,None,Live Listening,$11.99/mo
33,3,3,0,80M songs,Standard,None,None,$11.99/mo
33,4,1,1,100M+ songs,High-Fi,None,None,$11.99/mo
33,4,2,0,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
33,4,3,0,80M songs,High-Fi,Limited,None,$11.99/mo
33,5,1,1,100M+ songs,Lossless,Limited,Live Listening,$5.99/mo
33,5,2,0,50M songs,Standard,Limited,None,$11.99/mo
33,5,3,0,50M songs,Standard,None,None,Free w/ Ads
33,6,1,1,50M songs,High-Fi,Limited,None,$11.99/mo
33,6,2,0,50M songs,Standard,Full Library,Live Listening,$5.99/mo
33,6,3,0,80M songs,High-Fi,Full Library,None,$11.99/mo
33,7,1,1,100M+ songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
33,7,2,0,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
33,7,3,0,100M+ songs,Standard,Full Library,Shared Playlists,$11.99/mo
33,8,1,0,50M songs,Lossless,Limited,Live Listening,Free w/ Ads
33,8,2,0,100M+ songs,High-Fi,None,Shared Playlists,$11.99/mo
33,8,3,1,50M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
34,1,1,1,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
34,1,2,0,50M songs,High-Fi,Full Library,None,$11.99/mo
34,1,3,0,50M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
34,2,1,1,80M songs,Lossless,None,Shared Playlists,Free w/ Ads
34,2,2,0,100M+ songs,Standard,Limited,Live Listening,Free w/ Ads
34,2,3,0,50M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
34,3,1,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
34,3,2,0,100M+ songs,Lossless,None,None,Free w/ Ads
34,3,3,0,50M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
34,4,1,0,80M songs,Lossless,None,Live Listening,$11.99/mo
34,4,2,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
34,4,3,1,80M songs,High-Fi,Limited,None,$11.99/mo
34,5,1,0,100M+ songs,Lossless,None,None,Free w/ Ads
34,5,2,1,50M songs,High-Fi,Full Library,Live Listening,$5.99/mo
34,5,3,0,50M songs,Lossless,None,Shared Playlists,$5.99/mo
34,6,1,1,50M songs,Lossless,Limited,Live Listening,$5.99/mo
34,6,2,0,100M+ songs,High-Fi,None,None,$5.99/mo
34,6,3,0,80M songs,Standard,Full Library,Shared Playlists,$5.99/mo
34,7,1,0,80M songs,Lossless,Limited,None,$11.99/mo
34,7,2,0,80M songs,Lossless,None,Shared Playlists,$11.99/mo
34,7,3,1,100M+ songs,High-Fi,Full Library,Live Listening,$11.99/mo
34,8,1,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
34,8,2,0,100M+ songs,Lossless,Full Library,None,$5.99/mo
34,8,3,0,100M+ songs,Standard,Full Library,Shared Playlists,$5.99/mo
35,1,1,0,50M songs,Standard,None,Shared Playlists,$5.99/mo
35,1,2,1,80M songs,Lossless,None,Live Listening,Free w/ Ads
35,1,3,0,50M songs,Standard,None,Shared Playlists,Free w/ Ads
35,2,1,0,100M+ songs,Standard,Limited,Shared Playlists,$5.99/mo
35,2,2,1,50M songs,High-Fi,Full Library,Live Listening,$5.99/mo
35,2,3,0,50M songs,High-Fi,None,Live Listening,$5.99/mo
35,3,1,0,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
35,3,2,0,50M songs,Lossless,Limited,None,Free w/ Ads
35,3,3,1,80M songs,Lossless,Full Library,Live Listening,Free w/ Ads
35,4,1,1,100M+ songs,Standard,Limited,Live Listening,$11.99/mo
35,4,2,0,50M songs,Standard,Limited,None,Free w/ Ads
35,4,3,0,50M songs,High-Fi,Limited,None,Free w/ Ads
35,5,1,0,100M+ songs,High-Fi,None,Live Listening,$5.99/mo
35,5,2,1,80M songs,High-Fi,None,Live Listening,$5.99/mo
35,5,3,0,50M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
35,6,1,0,80M songs,High-Fi,None,None,$5.99/mo
35,6,2,0,50M songs,High-Fi,None,Live Listening,Free w/ Ads
35,6,3,1,100M+ songs,High-Fi,Limited,Live Listening,$5.99/mo
35,7,1,0,80M songs,High-Fi,None,Shared Playlists,Free w/ Ads
35,7,2,1,50M songs,Standard,Full Library,Live Listening,Free w/ Ads
35,7,3,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
35,8,1,0,80M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
35,8,2,0,100M+ songs,Standard,None,Shared Playlists,$11.99/mo
35,8,3,1,80M songs,Standard,Full Library,Live Listening,$5.99/mo
36,1,1,0,50M songs,Standard,None,None,Free w/ Ads
36,1,2,1,80M songs,Lossless,None,Shared Playlists,Free w/ Ads
36,1,3,0,80M songs,Standard,Full Library,Live Listening,$5.99/mo
36,2,1,1,50M songs,High-Fi,Full Library,None,$5.99/mo
36,2,2,0,80M songs,High-Fi,None,None,Free w/ Ads
36,2,3,0,100M+ songs,Standard,Limited,Live Listening,Free w/ Ads
36,3,1,1,50M songs,High-Fi,Limited,Live Listening,Free w/ Ads
36,3,2,0,50M songs,Lossless,Full Library,Live Listening,Free w/ Ads
36,3,3,0,100M+ songs,Standard,None,Shared Playlists,Free w/ Ads
36,4,1,1,100M+ songs,High-Fi,None,Live Listening,$5.99/mo
36,4,2,0,50M songs,High-Fi,None,None,Free w/ Ads
36,4,3,0,80M songs,High-Fi,None,Live Listening,Free w/ Ads
36,5,1,1,80M songs,Lossless,Limited,Shared Playlists,$5.99/mo
36,5,2,0,50M songs,Standard,Full Library,Live Listening,Free w/ Ads
36,5,3,0,100M+ songs,High-Fi,None,Live Listening,$5.99/mo
36,6,1,0,80M songs,Lossless,Full Library,None,Free w/ Ads
36,6,2,1,100M+ songs,High-Fi,Full Library,Live Listening,Free w/ Ads
36,6,3,0,50M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
36,7,1,0,100M+ songs,Standard,None,Live Listening,$11.99/mo
36,7,2,0,100M+ songs,Standard,Full Library,None,$11.99/mo
36,7,3,1,50M songs,Lossless,Full Library,None,Free w/ Ads
36,8,1,0,50M songs,High-Fi,None,Live Listening,Free w/ Ads
36,8,2,1,50M songs,High-Fi,None,Shared Playlists,$11.99/mo
36,8,3,0,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
37,1,1,0,50M songs,High-Fi,None,Live Listening,Free w/ Ads
37,1,2,1,100M+ songs,Lossless,Limited,Live Listening,$5.99/mo
37,1,3,0,80M songs,High-Fi,None,Shared Playlists,Free w/ Ads
37,2,1,0,80M songs,Standard,None,None,$5.99/mo
37,2,2,0,50M songs,Lossless,Limited,None,Free w/ Ads
37,2,3,1,100M+ songs,Standard,Limited,None,$11.99/mo
37,3,1,0,80M songs,High-Fi,None,None,$11.99/mo
37,3,2,1,100M+ songs,Lossless,None,None,Free w/ Ads
37,3,3,0,50M songs,Standard,None,Shared Playlists,$11.99/mo
37,4,1,0,50M songs,Standard,Full Library,Live Listening,$11.99/mo
37,4,2,1,100M+ songs,High-Fi,Full Library,Live Listening,$5.99/mo
37,4,3,0,80M songs,Standard,Full Library,Shared Playlists,$5.99/mo
37,5,1,0,50M songs,High-Fi,None,None,$11.99/mo
37,5,2,1,80M songs,Lossless,Full Library,Live Listening,$5.99/mo
37,5,3,0,80M songs,High-Fi,None,Live Listening,Free w/ Ads
37,6,1,0,100M+ songs,Standard,Full Library,None,Free w/ Ads
37,6,2,1,50M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
37,6,3,0,50M songs,Lossless,None,None,$11.99/mo
37,7,1,0,50M songs,Lossless,None,None,$5.99/mo
37,7,2,0,50M songs,Lossless,None,None,$11.99/mo
37,7,3,1,80M songs,High-Fi,Limited,Live Listening,Free w/ Ads
37,8,1,0,100M+ songs,Standard,None,None,Free w/ Ads
37,8,2,0,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
37,8,3,1,50M songs,High-Fi,Full Library,Live Listening,$5.99/mo
38,1,1,1,100M+ songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
38,1,2,0,50M songs,Standard,None,None,$11.99/mo
38,1,3,0,50M songs,Standard,Limited,Shared Playlists,$11.99/mo
38,2,1,1,100M+ songs,Standard,Full Library,Live Listening,$11.99/mo
38,2,2,0,50M songs,Standard,Full Library,Live Listening,$5.99/mo
38,2,3,0,80M songs,High-Fi,None,None,$11.99/mo
38,3,1,0,50M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
38,3,2,1,100M+ songs,Lossless,Full Library,Shared Playlists,$11.99/mo
38,3,3,0,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
38,4,1,0,50M songs,High-Fi,None,None,$5.99/mo
38,4,2,0,100M+ songs,Standard,None,None,$11.99/mo
38,4,3,1,80M songs,High-Fi,Full Library,None,$11.99/mo
38,5,1,1,100M+ songs,Lossless,None,Live Listening,$11.99/mo
38,5,2,0,50M songs,Lossless,Full Library,None,Free w/ Ads
38,5,3,0,80M songs,Lossless,None,Shared Playlists,$5.99/mo
38,6,1,0,80M songs,High-Fi,None,Live Listening,$11.99/mo
38,6,2,0,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
38,6,3,1,100M+ songs,Standard,None,None,$5.99/mo
38,7,1,1,100M+ songs,High-Fi,Limited,Live Listening,Free w/ Ads
38,7,2,0,50M songs,Standard,Full Library,Live Listening,$5.99/mo
38,7,3,0,100M+ songs,Lossless,None,None,$11.99/mo
38,8,1,0,50M songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
38,8,2,1,100M+ songs,Standard,None,Shared Playlists,$5.99/mo
38,8,3,0,80M songs,Standard,Full Library,Live Listening,Free w/ Ads
39,1,1,1,100M+ songs,Standard,Limited,Shared Playlists,Free w/ Ads
39,1,2,0,80M songs,Standard,Limited,Live Listening,Free w/ Ads
39,1,3,0,50M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
39,2,1,0,50M songs,Lossless,None,Shared Playlists,Free w/ Ads
39,2,2,1,100M+ songs,High-Fi,Limited,Shared Playlists,$5.99/mo
39,2,3,0,80M songs,Standard,None,Live Listening,$11.99/mo
39,3,1,0,100M+ songs,High-Fi,None,Shared Playlists,Free w/ Ads
39,3,2,1,80M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
39,3,3,0,80M songs,Standard,None,None,$5.99/mo
39,4,1,1,80M songs,High-Fi,Full Library,None,$5.99/mo
39,4,2,0,50M songs,High-Fi,Limited,Live Listening,$5.99/mo
39,4,3,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
39,5,1,1,100M+ songs,High-Fi,Limited,None,Free w/ Ads
39,5,2,0,80M songs,Standard,Full Library,None,$5.99/mo
39,5,3,0,50M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
39,6,1,0,100M+ songs,Lossless,None,None,Free w/ Ads
39,6,2,1,80M songs,Standard,Full Library,Live Listening,Free w/ Ads
39,6,3,0,50M songs,Standard,Limited,Shared Playlists,$5.99/mo
39,7,1,0,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
39,7,2,0,50M songs,High-Fi,None,Shared Playlists,$5.99/mo
39,7,3,1,50M songs,Lossless,Limited,Live Listening,Free w/ Ads
39,8,1,0,50M songs,Standard,None,None,$5.99/mo
39,8,2,1,100M+ songs,Lossless,Limited,Live Listening,Free w/ Ads
39,8,3,0,100M+ songs,Lossless,None,Live Listening,$11.99/mo
40,1,1,0,100M+ songs,Standard,Full Library,None,$5.99/mo
40,1,2,0,50M songs,High-Fi,None,None,Free w/ Ads
40,1,3,1,50M songs,Lossless,None,None,$11.99/mo
40,2,1,0,50M songs,High-Fi,Full Library,Live Listening,$5.99/mo
40,2,2,0,80M songs,High-Fi,None,Live Listening,$11.99/mo
40,2,3,1,80M songs,Lossless,Limited,Live Listening,$5.99/mo
40,3,1,0,80M songs,Standard,None,None,Free w/ Ads
40,3,2,0,50M songs,Standard,Full Library,None,$11.99/mo
40,3,3,1,50M songs,Standard,Full Library,Live Listening,Free w/ Ads
40,4,1,1,80M songs,Standard,Full Library,Shared Playlists,$11.99/mo
40,4,2,0,100M+ songs,Standard,Full Library,Shared Playlists,$11.99/mo
40,4,3,0,50M songs,High-Fi,None,None,Free w/ Ads
40,5,1,0,50M songs,Standard,Limited,Live Listening,Free w/ Ads
40,5,2,0,80M songs,High-Fi,None,None,$11.99/mo
40,5,3,1,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
40,6,1,1,100M+ songs,Standard,None,None,$11.99/mo
40,6,2,0,50M songs,Standard,Full Library,Shared Playlists,$5.99/mo
40,6,3,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
40,7,1,0,50M songs,Lossless,Full Library,None,$5.99/mo
40,7,2,0,80M songs,Standard,Limited,Live Listening,$11.99/mo
40,7,3,1,100M+ songs,Lossless,Full Library,Live Listening,$5.99/mo
40,8,1,0,80M songs,Standard,Full Library,Live Listening,Free w/ Ads
40,8,2,0,50M songs,Standard,None,None,Free w/ Ads
40,8,3,1,50M songs,Lossless,Full Library,Live Listening,$5.99/mo
41,1,1,1,100M+ songs,Lossless,Limited,Live Listening,$5.99/mo
41,1,2,0,100M+ songs,Lossless,None,None,$5.99/mo
41,1,3,0,80M songs,High-Fi,Limited,None,$11.99/mo
41,2,1,0,50M songs,High-Fi,Full Library,None,Free w/ Ads
41,2,2,0,80M songs,Standard,Full Library,Shared Playlists,$5.99/mo
41,2,3,1,100M+ songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
41,3,1,1,80M songs,Standard,Limited,Live Listening,$5.99/mo
41,3,2,0,50M songs,Lossless,Limited,None,$5.99/mo
41,3,3,0,100M+ songs,Standard,None,None,$5.99/mo
41,4,1,1,100M+ songs,Standard,None,None,$11.99/mo
41,4,2,0,50M songs,Lossless,None,None,Free w/ Ads
41,4,3,0,50M songs,Standard,Full Library,Live Listening,Free w/ Ads
41,5,1,1,100M+ songs,High-Fi,None,Shared Playlists,$11.99/mo
41,5,2,0,80M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
41,5,3,0,80M songs,Lossless,Limited,None,$5.99/mo
41,6,1,1,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
41,6,2,0,80M songs,High-Fi,None,Live Listening,$11.99/mo
41,6,3,0,100M+ songs,Lossless,Full Library,Shared Playlists,$5.99/mo
41,7,1,1,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
41,7,2,0,80M songs,Standard,Full Library,None,$5.99/mo
41,7,3,0,100M+ songs,Standard,Limited,None,$11.99/mo
41,8,1,0,80M songs,Standard,None,None,$5.99/mo
41,8,2,1,50M songs,Lossless,Limited,None,Free w/ Ads
41,8,3,0,50M songs,Lossless,Full Library,Live Listening,Free w/ Ads
42,1,1,0,100M+ songs,Standard,None,None,$5.99/mo
42,1,2,1,50M songs,Standard,None,None,Free w/ Ads
42,1,3,0,100M+ songs,Standard,Limited,None,$5.99/mo
42,2,1,0,100M+ songs,High-Fi,Limited,Live Listening,Free w/ Ads
42,2,2,1,80M songs,Lossless,Full Library,Live Listening,$11.99/mo
42,2,3,0,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
42,3,1,0,80M songs,High-Fi,None,Live Listening,$11.99/mo
42,3,2,1,100M+ songs,Standard,Limited,Shared Playlists,$11.99/mo
42,3,3,0,50M songs,High-Fi,Full Library,None,$5.99/mo
42,4,1,0,50M songs,Lossless,Full Library,None,$11.99/mo
42,4,2,0,80M songs,High-Fi,Limited,Shared Playlists,$11.99/mo
42,4,3,1,80M songs,Lossless,Full Library,None,Free w/ Ads
42,5,1,1,100M+ songs,Lossless,None,Shared Playlists,$5.99/mo
42,5,2,0,50M songs,High-Fi,Full Library,Live Listening,$11.99/mo
42,5,3,0,100M+ songs,Standard,Limited,Shared Playlists,$5.99/mo
42,6,1,0,80M songs,Lossless,Limited,Live Listening,$5.99/mo
42,6,2,0,80M songs,Standard,None,Live Listening,$11.99/mo
42,6,3,1,100M+ songs,High-Fi,Limited,None,Free w/ Ads
42,7,1,0,50M songs,Standard,Limited,None,Free w/ Ads
42,7,2,0,80M songs,High-Fi,Limited,None,$5.99/mo
42,7,3,1,100M+ songs,Standard,Limited,Shared Playlists,Free w/ Ads
42,8,1,1,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
42,8,2,0,50M songs,High-Fi,None,Shared Playlists,$11.99/mo
42,8,3,0,100M+ songs,High-Fi,Limited,Live Listening,$5.99/mo
43,1,1,0,80M songs,High-Fi,None,None,Free w/ Ads
43,1,2,0,50M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
43,1,3,1,100M+ songs,High-Fi,None,None,Free w/ Ads
43,2,1,0,50M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
43,2,2,1,80M songs,Standard,None,None,Free w/ Ads
43,2,3,0,100M+ songs,Standard,Full Library,Shared Playlists,$11.99/mo
43,3,1,1,100M+ songs,Lossless,Limited,None,$5.99/mo
43,3,2,0,80M songs,High-Fi,None,Live Listening,$5.99/mo
43,3,3,0,80M songs,Standard,None,None,$11.99/mo
43,4,1,0,80M songs,High-Fi,Limited,None,$5.99/mo
43,4,2,0,100M+ songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
43,4,3,1,80M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
43,5,1,1,50M songs,Standard,None,Shared Playlists,$5.99/mo
43,5,2,0,80M songs,High-Fi,Full Library,Live Listening,$11.99/mo
43,5,3,0,100M+ songs,Standard,None,None,$5.99/mo
43,6,1,0,50M songs,Lossless,Limited,Live Listening,$11.99/mo
43,6,2,0,50M songs,Lossless,Limited,Shared Playlists,$5.99/mo
43,6,3,1,80M songs,Lossless,Limited,Live Listening,$5.99/mo
43,7,1,0,100M+ songs,Lossless,Limited,Live Listening,$11.99/mo
43,7,2,1,100M+ songs,High-Fi,Full Library,None,$5.99/mo
43,7,3,0,50M songs,High-Fi,None,Live Listening,$11.99/mo
43,8,1,0,50M songs,High-Fi,Limited,Live Listening,$11.99/mo
43,8,2,1,100M+ songs,Lossless,None,Shared Playlists,Free w/ Ads
43,8,3,0,80M songs,Standard,Full Library,Shared Playlists,Free w/ Ads
44,1,1,1,100M+ songs,Lossless,Limited,None,$5.99/mo
44,1,2,0,50M songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
44,1,3,0,80M songs,High-Fi,None,None,$11.99/mo
44,2,1,0,100M+ songs,Standard,Limited,Shared Playlists,Free w/ Ads
44,2,2,1,100M+ songs,Lossless,Limited,Shared Playlists,Free w/ Ads
44,2,3,0,80M songs,Lossless,Limited,None,$11.99/mo
44,3,1,1,100M+ songs,High-Fi,None,None,Free w/ Ads
44,3,2,0,50M songs,High-Fi,None,None,$5.99/mo
44,3,3,0,80M songs,Lossless,Full Library,None,$11.99/mo
44,4,1,0,80M songs,High-Fi,Limited,Live Listening,$5.99/mo
44,4,2,0,50M songs,High-Fi,None,None,Free w/ Ads
44,4,3,1,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
44,5,1,0,80M songs,Lossless,Full Library,None,$11.99/mo
44,5,2,1,80M songs,High-Fi,Limited,None,Free w/ Ads
44,5,3,0,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
44,6,1,0,50M songs,Standard,Full Library,Live Listening,$5.99/mo
44,6,2,0,100M+ songs,Standard,None,None,$5.99/mo
44,6,3,1,100M+ songs,Lossless,Full Library,Live Listening,Free w/ Ads
44,7,1,1,80M songs,High-Fi,Full Library,Live Listening,$5.99/mo
44,7,2,0,100M+ songs,Lossless,None,None,Free w/ Ads
44,7,3,0,80M songs,Lossless,None,Shared Playlists,Free w/ Ads
44,8,1,1,100M+ songs,High-Fi,None,Live Listening,Free w/ Ads
44,8,2,0,50M songs,Standard,None,Shared Playlists,$11.99/mo
44,8,3,0,50M songs,Standard,None,Shared Playlists,Free w/ Ads
45,1,1,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
45,1,2,1,80M songs,High-Fi,Limited,Live Listening,$5.99/mo
45,1,3,0,50M songs,High-Fi,None,None,Free w/ Ads
45,2,1,1,80M songs,Standard,Limited,Live Listening,Free w/ Ads
45,2,2,0,50M songs,Lossless,Limited,Live Listening,Free w/ Ads
45,2,3,0,80M songs,High-Fi,Limited,Live Listening,$11.99/mo
45,3,1,0,50M songs,Lossless,Full Library,Shared Playlists,$5.99/mo
45,3,2,0,80M songs,High-Fi,None,Live Listening,Free w/ Ads
45,3,3,1,50M songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
45,4,1,1,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
45,4,2,0,50M songs,Standard,Limited,None,$11.99/mo
45,4,3,0,80M songs,High-Fi,Full Library,None,Free w/ Ads
45,5,1,1,50M songs,Lossless,Full Library,Live Listening,$11.99/mo
45,5,2,0,100M+ songs,High-Fi,None,None,$11.99/mo
45,5,3,0,80M songs,Lossless,Limited,None,$5.99/mo
45,6,1,0,50M songs,Standard,None,Live Listening,Free w/ Ads
45,6,2,1,80M songs,Lossless,Limited,Live Listening,Free w/ Ads
45,6,3,0,50M songs,Lossless,Full Library,None,$11.99/mo
45,7,1,1,100M+ songs,Standard,Full Library,Shared Playlists,$5.99/mo
45,7,2,0,80M songs,High-Fi,Limited,Live Listening,Free w/ Ads
45,7,3,0,100M+ songs,Standard,Limited,None,$11.99/mo
45,8,1,0,80M songs,High-Fi,None,Live Listening,$11.99/mo
45,8,2,0,80M songs,Standard,Limited,Shared Playlists,Free w/ Ads
45,8,3,1,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
46,1,1,0,80M songs,Lossless,Limited,None,$11.99/mo
46,1,2,0,50M songs,Lossless,Limited,Shared Playlists,$5.99/mo
46,1,3,1,80M songs,High-Fi,Full Library,Shared Playlists,$11.99/mo
46,2,1,0,100M+ songs,High-Fi,Limited,Shared Playlists,Free w/ Ads
46,2,2,0,80M songs,High-Fi,Limited,Live Listening,Free w/ Ads
46,2,3,1,80M songs,High-Fi,Full Library,Live Listening,$5.99/mo
46,3,1,0,80M songs,Standard,Full Library,Live Listening,$5.99/mo
46,3,2,0,50M songs,Standard,Limited,None,$11.99/mo
46,3,3,1,80M songs,Standard,Full Library,Live Listening,$5.99/mo
46,4,1,0,100M+ songs,Lossless,Limited,Live Listening,$5.99/mo
46,4,2,1,100M+ songs,High-Fi,Full Library,Shared Playlists,$5.99/mo
46,4,3,0,80M songs,High-Fi,None,Live Listening,$11.99/mo
46,5,1,0,100M+ songs,High-Fi,Full Library,Live Listening,$5.99/mo
46,5,2,1,100M+ songs,Lossless,Full Library,Live Listening,$5.99/mo
46,5,3,0,100M+ songs,Lossless,None,Live Listening,$11.99/mo
46,6,1,0,80M songs,Standard,Full Library,None,$5.99/mo
46,6,2,0,100M+ songs,Standard,None,Live Listening,Free w/ Ads
46,6,3,1,100M+ songs,Standard,Full Library,Live Listening,Free w/ Ads
46,7,1,0,50M songs,Standard,Limited,Live Listening,Free w/ Ads
46,7,2,0,100M+ songs,High-Fi,None,Live Listening,$11.99/mo
46,7,3,1,50M songs,Lossless,Limited,Shared Playlists,Free w/ Ads
46,8,1,0,50M songs,Lossless,None,None,Free w/ Ads
46,8,2,1,80M songs,Standard,Limited,Shared Playlists,$5.99/mo
46,8,3,0,50M songs,Lossless,Full Library,Live Listening,Free w/ Ads
47,1,1,1,100M+ songs,Lossless,Limited,Shared Playlists,$5.99/mo
47,1,2,0,50M songs,Lossless,None,Shared Playlists,$11.99/mo
47,1,3,0,80M songs,Standard,None,None,$11.99/mo
47,2,1,1,100M+ songs,Standard,Full Library,None,Free w/ Ads
47,2,2,0,50M songs,High-Fi,None,Shared Playlists,Free w/ Ads
47,2,3,0,50M songs,High-Fi,Limited,None,$11.99/mo
47,3,1,0,50M songs,Lossless,Full Library,None,$5.99/mo
47,3,2,0,100M+ songs,Lossless,Limited,None,$11.99/mo
47,3,3,1,100M+ songs,Lossless,Limited,Live Listening,Free w/ Ads
47,4,1,0,80M songs,High-Fi,None,None,Free w/ Ads
47,4,2,1,100M+ songs,High-Fi,Full Library,Live Listening,$11.99/mo
47,4,3,0,50M songs,Lossless,Limited,Shared Playlists,$5.99/mo
47,5,1,0,100M+ songs,Lossless,None,Shared Playlists,$5.99/mo
47,5,2,0,50M songs,Lossless,Full Library,Shared Playlists,Free w/ Ads
47,5,3,1,50M songs,Lossless,Full Library,Live Listening,$5.99/mo
47,6,1,0,80M songs,Lossless,None,Live Listening,Free w/ Ads
47,6,2,0,50M songs,Standard,None,None,Free w/ Ads
47,6,3,1,80M songs,High-Fi,Limited,Live Listening,$5.99/mo
47,7,1,0,50M songs,High-Fi,None,None,Free w/ Ads
47,7,2,0,100M+ songs,High-Fi,None,Shared Playlists,$5.99/mo
47,7,3,1,100M+ songs,Lossless,Full Library,None,Free w/ Ads
47,8,1,1,50M songs,Standard,Full Library,None,Free w/ Ads
47,8,2,0,50M songs,Lossless,None,Shared Playlists,$11.99/mo
47,8,3,0,100M+ songs,Standard,None,None,Free w/ Ads
48,1,1,0,100M+ songs,High-Fi,None,Shared Playlists,$11.99/mo
48,1,2,1,80M songs,Standard,Limited,Shared Playlists,Free w/ Ads
48,1,3,0,50M songs,High-Fi,None,Shared Playlists,$11.99/mo
48,2,1,0,100M+ songs,Standard,Full Library,Live Listening,$11.99/mo
48,2,2,0,80M songs,Standard,Limited,Shared Playlists,$11.99/mo
48,2,3,1,80M songs,High-Fi,Limited,Shared Playlists,$5.99/mo
48,3,1,0,50M songs,Lossless,Limited,None,$11.99/mo
48,3,2,1,80M songs,High-Fi,Full Library,Live Listening,$5.99/mo
48,3,3,0,50M songs,Standard,None,Shared Playlists,$5.99/mo
48,4,1,0,80M songs,Standard,Limited,None,$11.99/mo
48,4,2,1,80M songs,Lossless,Full Library,None,$5.99/mo
48,4,3,0,80M songs,Standard,None,None,$5.99/mo
48,5,1,1,80M songs,High-Fi,Limited,None,Free w/ Ads
48,5,2,0,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
48,5,3,0,100M+ songs,Standard,Full Library,Shared Playlists,$5.99/mo
48,6,1,0,100M+ songs,High-Fi,Full Library,Live Listening,$5.99/mo
48,6,2,1,80M songs,High-Fi,Full Library,Shared Playlists,Free w/ Ads
48,6,3,0,80M songs,High-Fi,Limited,Live Listening,$11.99/mo
48,7,1,1,100M+ songs,High-Fi,None,None,Free w/ Ads
48,7,2,0,100M+ songs,Standard,Full Library,Shared Playlists,Free w/ Ads
48,7,3,0,50M songs,High-Fi,Full Library,None,Free w/ Ads
48,8,1,0,100M+ songs,Lossless,None,None,$5.99/mo
48,8,2,0,50M songs,Standard,Limited,Live Listening,Free w/ Ads
48,8,3,1,80M songs,Lossless,None,Live Listening,Free w/ Ads
49,1,1,0,50M songs,Standard,Full Library,Shared Playlists,$11.99/mo
49,1,2,0,50M songs,Lossless,None,None,Free w/ Ads
49,1,3,1,80M songs,Lossless,None,Shared Playlists,$5.99/mo
49,2,1,0,50M songs,Lossless,Full Library,Shared Playlists,$11.99/mo
49,2,2,1,100M+ songs,High-Fi,None,Live Listening,$11.99/mo
