respondent_id,task_id,alternative_id,chosen,Roast,Size,Milk Option,Origin
35,5,1,0,Light,Large,No Milk,Ethiopia
35,5,2,0,Light,Small,No Milk,Ethiopia
35,5,3,1,Medium,Large,Oat Milk,Ethiopia
35,6,1,0,Dark,Small,Whole Milk,Brazil
35,6,2,1,Light,Large,Oat Milk,Brazil
35,6,3,0,Dark,Medium,Oat Milk,Ethiopia
35,7,1,0,Light,Medium,Oat Milk,Brazil
35,7,2,0,Light,Medium,Whole Milk,Colombia
35,7,3,1,Dark,Medium,Oat Milk,Colombia
35,8,1,0,Medium,Large,Whole Milk,Ethiopia
35,8,2,0,Medium,Large,Oat Milk,Colombia
35,8,3,1,Medium,Large,Oat Milk,Brazil
35,9,1,0,Medium,Small,Oat Milk,Colombia
35,9,2,1,Light,Large,Whole Milk,Colombia
35,9,3,0,Medium,Medium,Whole Milk,Brazil
35,10,1,0,Medium,Small,Oat Milk,Colombia
35,10,2,1,Dark,Medium,No Milk,Brazil
35,10,3,0,Medium,Medium,Oat Milk,Colombia
36,1,1,0,Light,Small,Whole Milk,Ethiopia
36,1,2,0,Light,Small,No Milk,Brazil
36,1,3,1,Medium,Large,No Milk,Brazil
36,2,1,0,Medium,Medium,Whole Milk,Ethiopia
36,2,2,1,Dark,Medium,Oat Milk,Colombia
36,2,3,0,Dark,Medium,Oat Milk,Colombia
36,3,1,1,Light,Small,Whole Milk,Ethiopia
36,3,2,0,Dark,Small,Whole Milk,Ethiopia
36,3,3,0,Dark,Small,Oat Milk,Colombia
36,4,1,1,Medium,Medium,Whole Milk,Colombia
36,4,2,0,Light,Medium,Whole Milk,Colombia
36,4,3,0,Dark,Medium,No Milk,Brazil
36,5,1,1,Medium,Medium,Whole Milk,Ethiopia
36,5,2,0,Medium,Medium,No Milk,Ethiopia
36,5,3,0,Medium,Medium,Oat Milk,Ethiopia
36,6,1,0,Dark,Small,Whole Milk,Brazil
36,6,2,1,Light,Large,Oat Milk,Colombia
36,6,3,0,Medium,Small,No Milk,Brazil
36,7,1,0,Light,Small,Oat Milk,Ethiopia
36,7,2,0,Dark,Large,Whole Milk,Brazil
36,7,3,1,Medium,Medium,Oat Milk,Brazil
36,8,1,0,Light,Medium,No Milk,Brazil
36,8,2,0,Light,Medium,Oat Milk,Brazil
36,8,3,1,Dark,Medium,Oat Milk,Ethiopia
36,9,1,0,Dark,Medium,Oat Milk,Colombia
36,9,2,0,Medium,Large,Whole Milk,Colombia
36,9,3,1,Dark,Large,Whole Milk,Colombia
36,10,1,0,Medium,Medium,Oat Milk,Brazil
36,10,2,0,Dark,Medium,No Milk,Ethiopia
36,10,3,1,Medium,Large,No Milk,Colombia
37,1,1,1,Dark,Medium,Whole Milk,Brazil
37,1,2,0,Medium,Medium,Whole Milk,Brazil
37,1,3,0,Medium,Medium,No Milk,Colombia
37,2,1,0,Light,Large,No Milk,Brazil
37,2,2,0,Dark,Large,Whole Milk,Colombia
37,2,3,1,Medium,Small,No Milk,Colombia
37,3,1,1,Medium,Large,No Milk,Colombia
37,3,2,0,Dark,Small,No Milk,Ethiopia
37,3,3,0,Light,Large,Oat Milk,Ethiopia
37,4,1,0,Dark,Medium,Oat Milk,Brazil
37,4,2,0,Dark,Small,No Milk,Colombia
37,4,3,1,Medium,Medium,Oat Milk,Brazil
37,5,1,0,Dark,Medium,No Milk,Brazil
37,5,2,1,Dark,Large,Oat Milk,Brazil
37,5,3,0,Dark,Medium,Whole Milk,Brazil
37,6,1,0,Medium,Medium,Oat Milk,Brazil
37,6,2,0,Light,Medium,Oat Milk,Ethiopia
37,6,3,1,Light,Medium,No Milk,Colombia
37,7,1,0,Light,Medium,Oat Milk,Ethiopia
37,7,2,0,Dark,Medium,Oat Milk,Ethiopia
37,7,3,1,Medium,Medium,Whole Milk,Colombia
37,8,1,1,Dark,Medium,No Milk,Ethiopia
37,8,2,0,Medium,Medium,No Milk,Colombia
37,8,3,0,Dark,Medium,Oat Milk,Colombia
37,9,1,1,Medium,Large,No Milk,Brazil
37,9,2,0,Dark,Large,Whole Milk,Ethiopia
37,9,3,0,Dark,Large,Oat Milk,Ethiopia
37,10,1,0,Light,Small,No Milk,Ethiopia
37,10,2,1,Medium,Large,Oat Milk,Ethiopia
37,10,3,0,Medium,Small,Oat Milk,Colombia
38,1,1,0,Light,Medium,Oat Milk,Ethiopia
38,1,2,1,Medium,Medium,Oat Milk,Brazil
38,1,3,0,Medium,Small,No Milk,Colombia
38,2,1,0,Medium,Small,Whole Milk,Ethiopia
38,2,2,1,Medium,Medium,No Milk,Colombia
38,2,3,0,Dark,Small,Oat Milk,Ethiopia
38,3,1,0,Light,Small,Oat Milk,Brazil
38,3,2,0,Dark,Large,No Milk,Ethiopia
38,3,3,1,Medium,Medium,No Milk,Brazil
38,4,1,0,Dark,Large,Whole Milk,Colombia
38,4,2,1,Dark,Medium,No Milk,Ethiopia
38,4,3,0,Dark,Small,No Milk,Colombia
38,5,1,0,Medium,Small,No Milk,Ethiopia
38,5,2,1,Medium,Small,No Milk,Colombia
38,5,3,0,Dark,Medium,Whole Milk,Brazil
38,6,1,0,Light,Small,No Milk,Ethiopia
38,6,2,0,Dark,Medium,Whole Milk,Colombia
38,6,3,1,Dark,Small,Whole Milk,Brazil
38,7,1,1,Light,Medium,No Milk,Ethiopia
38,7,2,0,Dark,Medium,Oat Milk,Brazil
38,7,3,0,Dark,Medium,Oat Milk,Brazil
38,8,1,1,Light,Medium,Whole Milk,Ethiopia
38,8,2,0,Dark,Large,Oat Milk,Colombia
38,8,3,0,Dark,Medium,Oat Milk,Brazil
38,9,1,0,Dark,Large,No Milk,Colombia
38,9,2,0,Medium,Medium,Oat Milk,Brazil
38,9,3,1,Light,Large,Whole Milk,Ethiopia
38,10,1,0,Light,Large,Oat Milk,Brazil
38,10,2,1,Dark,Small,Whole Milk,Brazil
38,10,3,0,Light,Large,Whole Milk,Ethiopia
39,1,1,0,Light,Small,No Milk,Ethiopia
39,1,2,1,Light,Large,Whole Milk,Ethiopia
39,1,3,0,Dark,Large,Whole Milk,Brazil
39,2,1,0,Medium,Small,Whole Milk,Brazil
39,2,2,1,Light,Large,Oat Milk,Colombia
39,2,3,0,Dark,Small,Oat Milk,Brazil
39,3,1,1,Medium,Medium,Whole Milk,Colombia
39,3,2,0,Medium,Large,No Milk,Brazil
39,3,3,0,Medium,Small,No Milk,Brazil
39,4,1,0,Dark,Small,Whole Milk,Ethiopia
39,4,2,1,Dark,Large,No Milk,Brazil
39,4,3,0,Light,Large,Whole Milk,Brazil
39,5,1,1,Light,Large,Whole Milk,Ethiopia
39,5,2,0,Dark,Large,Oat Milk,Colombia
39,5,3,0,Light,Large,Oat Milk,Brazil
39,6,1,1,Light,Large,Whole Milk,Ethiopia
39,6,2,0,Medium,Large,Oat Milk,Ethiopia
39,6,3,0,Dark,Medium,Whole Milk,Ethiopia
39,7,1,0,Dark,Large,No Milk,Ethiopia
39,7,2,0,Dark,Medium,Oat Milk,Ethiopia
39,7,3,1,Medium,Small,Whole Milk,Colombia
39,8,1,1,Dark,Small,Whole Milk,Colombia
39,8,2,0,Medium,Small,Oat Milk,Colombia
39,8,3,0,Medium,Small,Whole Milk,Ethiopia
39,9,1,0,Dark,Large,Whole Milk,Brazil
39,9,2,0,Light,Medium,Oat Milk,Colombia
39,9,3,1,Medium,Large,No Milk,Colombia
39,10,1,1,Medium,Small,Whole Milk,Ethiopia
39,10,2,0,Light,Large,No Milk,Brazil
39,10,3,0,Medium,Small,Oat Milk,Brazil
40,1,1,0,Medium,Medium,No Milk,Colombia
40,1,2,0,Dark,Small,Whole Milk,Brazil
40,1,3,1,Medium,Large,No Milk,Ethiopia
40,2,1,0,Light,Medium,Whole Milk,Brazil
40,2,2,1,Light,Large,Whole Milk,Ethiopia
40,2,3,0,Dark,Large,Whole Milk,Colombia
40,3,1,0,Medium,Medium,No Milk,Colombia
40,3,2,1,Medium,Large,Whole Milk,Colombia
40,3,3,0,Medium,Small,Oat Milk,Brazil
40,4,1,0,Dark,Small,No Milk,Ethiopia
40,4,2,0,Medium,Medium,Whole Milk,Brazil
40,4,3,1,Dark,Large,Whole Milk,Colombia
40,5,1,1,Medium,Medium,Oat Milk,Brazil
40,5,2,0,Light,Small,Whole Milk,Ethiopia
40,5,3,0,Medium,Small,Oat Milk,Ethiopia
40,6,1,1,Light,Medium,No Milk,Ethiopia
40,6,2,0,Medium,Large,No Milk,Ethiopia
40,6,3,0,Light,Small,Whole Milk,Ethiopia
40,7,1,1,Dark,Small,No Milk,Brazil
40,7,2,0,Dark,Small,Oat Milk,Colombia
40,7,3,0,Light,Medium,Oat Milk,Ethiopia
40,8,1,0,Light,Large,Whole Milk,Colombia
40,8,2,1,Dark,Medium,Whole Milk,Ethiopia
40,8,3,0,Light,Large,Whole Milk,Brazil
40,9,1,1,Dark,Large,Whole Milk,Colombia
40,9,2,0,Light,Medium,No Milk,Brazil
40,9,3,0,Light,Medium,Whole Milk,Colombia
40,10,1,0,Dark,Medium,Whole Milk,Brazil
40,10,2,0,Light,Small,Oat Milk,Brazil
40,10,3,1,Medium,Large,Whole Milk,Colombia
41,1,1,1,Medium,Medium,Oat Milk,Ethiopia
41,1,2,0,Light,Medium,Whole Milk,Ethiopia
41,1,3,0,Medium,Small,Whole Milk,Ethiopia
41,2,1,0,Dark,Medium,Oat Milk,Colombia
41,2,2,1,Medium,Small,No Milk,Ethiopia
41,2,3,0,Dark,Small,No Milk,Brazil
41,3,1,0,Dark,Large,Whole Milk,Brazil
41,3,2,1,Light,Large,No Milk,Ethiopia
41,3,3,0,Dark,Medium,Oat Milk,Brazil
41,4,1,0,Dark,Small,Whole Milk,Brazil
41,4,2,1,Light,Small,Oat Milk,Brazil
41,4,3,0,Dark,Small,Oat Milk,Colombia
41,5,1,0,Dark,Small,Oat Milk,Colombia
41,5,2,0,Dark,Small,No Milk,Ethiopia
41,5,3,1,Light,Large,No Milk,Ethiopia
41,6,1,1,Medium,Medium,Oat Milk,Ethiopia
41,6,2,0,Dark,Large,Oat Milk,Colombia
41,6,3,0,Light,Small,No Milk,Colombia
41,7,1,1,Dark,Large,Oat Milk,Brazil
41,7,2,0,Light,Large,No Milk,Colombia
41,7,3,0,Medium,Small,Whole Milk,Ethiopia
41,8,1,0,Dark,Medium,Whole Milk,Brazil
41,8,2,0,Medium,Medium,Oat Milk,Colombia
41,8,3,1,Light,Small,Oat Milk,Colombia
41,9,1,0,Medium,Small,Whole Milk,Brazil
41,9,2,0,Light,Small,No Milk,Ethiopia
41,9,3,1,Medium,Large,Oat Milk,Ethiopia
41,10,1,0,Medium,Medium,No Milk,Brazil
41,10,2,1,Medium,Large,Oat Milk,Ethiopia
41,10,3,0,Dark,Large,Whole Milk,Brazil
42,1,1,0,Dark,Small,Whole Milk,Ethiopia
42,1,2,0,Dark,Small,No Milk,Ethiopia
42,1,3,1,Medium,Medium,Oat Milk,Colombia
42,2,1,0,Dark,Small,Whole Milk,Brazil
42,2,2,1,Medium,Large,Oat Milk,Colombia
42,2,3,0,Light,Small,Whole Milk,Brazil
42,3,1,0,Medium,Medium,Oat Milk,Ethiopia
42,3,2,1,Medium,Large,Whole Milk,Colombia
42,3,3,0,Light,Medium,Oat Milk,Brazil
42,4,1,0,Dark,Small,Whole Milk,Brazil
42,4,2,0,Light,Large,Oat Milk,Brazil
42,4,3,1,Dark,Large,Oat Milk,Brazil
42,5,1,0,Dark,Large,No Milk,Ethiopia
42,5,2,1,Light,Small,Oat Milk,Brazil
42,5,3,0,Light,Small,No Milk,Colombia
42,6,1,1,Light,Medium,Oat Milk,Ethiopia
42,6,2,0,Medium,Medium,Whole Milk,Colombia
42,6,3,0,Light,Small,No Milk,Brazil
42,7,1,1,Light,Medium,Oat Milk,Ethiopia
42,7,2,0,Light,Large,Oat Milk,Colombia
42,7,3,0,Dark,Medium,Oat Milk,Ethiopia
42,8,1,0,Dark,Large,No Milk,Colombia
42,8,2,1,Medium,Large,Whole Milk,Brazil
42,8,3,0,Light,Small,No Milk,Colombia
42,9,1,1,Medium,Small,No Milk,Colombia
42,9,2,0,Dark,Medium,Oat Milk,Colombia
42,9,3,0,Medium,Small,No Milk,Brazil
42,10,1,1,Dark,Large,Whole Milk,Brazil
42,10,2,0,Dark,Small,Oat Milk,Brazil
42,10,3,0,Light,Small,Oat Milk,Ethiopia
43,1,1,0,Dark,Small,Whole Milk,Colombia
43,1,2,0,Light,Large,Whole Milk,Brazil
43,1,3,1,Light,Medium,Whole Milk,Brazil
43,2,1,1,Dark,Medium,Oat Milk,Brazil
43,2,2,0,Medium,Large,Whole Milk,Brazil
43,2,3,0,Light,Large,Whole Milk,Ethiopia
43,3,1,1,Dark,Medium,Oat Milk,Colombia
43,3,2,0,Light,Large,Oat Milk,Colombia
43,3,3,0,Light,Medium,Whole Milk,Colombia
43,4,1,0,Light,Large,Oat Milk,Ethiopia
43,4,2,0,Medium,Large,Whole Milk,Colombia
43,4,3,1,Light,Large,Oat Milk,Ethiopia
43,5,1,1,Medium,Medium,Whole Milk,Brazil
43,5,2,0,Light,Small,Whole Milk,Ethiopia
43,5,3,0,Dark,Large,Whole Milk,Colombia
43,6,1,1,Light,Medium,Oat Milk,Brazil
43,6,2,0,Medium,Small,Whole Milk,Colombia
43,6,3,0,Dark,Medium,Whole Milk,Ethiopia
43,7,1,0,Medium,Large,No Milk,Brazil
43,7,2,0,Dark,Large,Oat Milk,Brazil
43,7,3,1,Light,Large,Whole Milk,Ethiopia
43,8,1,1,Medium,Small,No Milk,Ethiopia
43,8,2,0,Medium,Medium,Whole Milk,Brazil
43,8,3,0,Dark,Large,Oat Milk,Colombia
43,9,1,0,Medium,Large,Oat Milk,Brazil
43,9,2,1,Medium,Small,Oat Milk,Colombia
43,9,3,0,Medium,Small,Whole Milk,Ethiopia
43,10,1,0,Medium,Small,No Milk,Colombia
43,10,2,0,Light,Medium,Whole Milk,Colombia
43,10,3,1,Medium,Large,Whole Milk,Ethiopia
44,1,1,0,Dark,Small,No Milk,Ethiopia
44,1,2,0,Dark,Large,No Milk,Ethiopia
44,1,3,1,Light,Small,Whole Milk,Brazil
44,2,1,1,Light,Large,Oat Milk,Brazil
44,2,2,0,Medium,Small,No Milk,Ethiopia
44,2,3,0,Medium,Medium,Whole Milk,Colombia
44,3,1,0,Light,Medium,No Milk,Colombia
44,3,2,0,Dark,Large,No Milk,Colombia
44,3,3,1,Dark,Medium,Oat Milk,Colombia
44,4,1,1,Medium,Large,No Milk,Colombia
44,4,2,0,Dark,Medium,Whole Milk,Ethiopia
44,4,3,0,Light,Medium,Whole Milk,Colombia
44,5,1,0,Light,Small,Oat Milk,Ethiopia
44,5,2,1,Dark,Large,Whole Milk,Brazil
44,5,3,0,Dark,Medium,Oat Milk,Ethiopia
44,6,1,1,Dark,Large,Whole Milk,Colombia
44,6,2,0,Medium,Large,No Milk,Colombia
44,6,3,0,Dark,Medium,No Milk,Ethiopia
44,7,1,0,Dark,Large,Oat Milk,Ethiopia
44,7,2,1,Light,Small,Whole Milk,Ethiopia
44,7,3,0,Medium,Small,Whole Milk,Brazil
44,8,1,0,Medium,Medium,Oat Milk,Colombia
44,8,2,0,Light,Medium,Oat Milk,Ethiopia
44,8,3,1,Medium,Medium,Whole Milk,Brazil
44,9,1,1,Light,Medium,Whole Milk,Colombia
44,9,2,0,Dark,Small,Oat Milk,Brazil
44,9,3,0,Dark,Medium,No Milk,Brazil
44,10,1,0,Light,Medium,Oat Milk,Colombia
44,10,2,0,Dark,Large,Oat Milk,Ethiopia
44,10,3,1,Medium,Large,Whole Milk,Colombia
45,1,1,0,Medium,Medium,No Milk,Brazil
45,1,2,1,Dark,Medium,Oat Milk,Ethiopia
45,1,3,0,Light,Small,No Milk,Colombia
45,2,1,0,Dark,Small,No Milk,Brazil
45,2,2,1,Dark,Medium,Oat Milk,Brazil
45,2,3,0,Light,Small,Whole Milk,Ethiopia
45,3,1,1,Dark,Medium,Oat Milk,Brazil
45,3,2,0,Medium,Small,Whole Milk,Colombia
45,3,3,0,Dark,Medium,No Milk,Ethiopia
45,4,1,0,Dark,Small,No Milk,Brazil
45,4,2,0,Medium,Small,Oat Milk,Colombia
45,4,3,1,Dark,Large,Oat Milk,Brazil
45,5,1,1,Medium,Medium,Oat Milk,Ethiopia
45,5,2,0,Dark,Small,Oat Milk,Colombia
45,5,3,0,Medium,Medium,Oat Milk,Colombia
45,6,1,0,Dark,Small,No Milk,Colombia
45,6,2,0,Light,Small,Whole Milk,Ethiopia
45,6,3,1,Light,Small,No Milk,Brazil
45,7,1,0,Medium,Large,Whole Milk,Ethiopia
45,7,2,1,Medium,Large,Oat Milk,Brazil
45,7,3,0,Medium,Medium,No Milk,Colombia
45,8,1,0,Light,Large,Oat Milk,Brazil
45,8,2,1,Dark,Medium,Oat Milk,Brazil
45,8,3,0,Light,Small,Whole Milk,Ethiopia
45,9,1,0,Light,Large,Oat Milk,Brazil
45,9,2,1,Dark,Large,Whole Milk,Ethiopia
45,9,3,0,Light,Large,Whole Milk,Colombia
45,10,1,0,Dark,Large,Whole Milk,Brazil
45,10,2,1,Dark,Large,Whole Milk,Ethiopia
45,10,3,0,Medium,Large,No Milk,Ethiopia
46,1,1,0,Medium,Large,Whole Milk,Ethiopia
46,1,2,0,Medium,Large,No Milk,Brazil
46,1,3,1,Medium,Large,Whole Milk,Colombia
46,2,1,1,Light,Small,Whole Milk,Colombia
46,2,2,0,Medium,Medium,No Milk,Brazil
46,2,3,0,Medium,Small,Whole Milk,Colombia
46,3,1,0,Dark,Large,No Milk,Brazil
46,3,2,0,Light,Medium,Whole Milk,Colombia
46,3,3,1,Dark,Small,Oat Milk,Colombia
46,4,1,0,Dark,Small,Oat Milk,Ethiopia
46,4,2,1,Light,Large,Oat Milk,Brazil
46,4,3,0,Light,Large,Whole Milk,Ethiopia
46,5,1,0,Medium,Small,No Milk,Colombia
46,5,2,1,Medium,Medium,Oat Milk,Brazil
46,5,3,0,Dark,Small,Oat Milk,Brazil
46,6,1,0,Medium,Medium,No Milk,Brazil
46,6,2,0,Light,Medium,Oat Milk,Ethiopia
46,6,3,1,Dark,Large,No Milk,Colombia
46,7,1,0,Dark,Medium,Oat Milk,Brazil
46,7,2,0,Medium,Medium,Oat Milk,Ethiopia
46,7,3,1,Medium,Large,Whole Milk,Ethiopia
46,8,1,0,Dark,Large,No Milk,Brazil
46,8,2,0,Light,Large,Oat Milk,Brazil
46,8,3,1,Light,Medium,Whole Milk,Colombia
46,9,1,0,Light,Small,Oat Milk,Colombia
46,9,2,1,Dark,Medium,Oat Milk,Colombia
46,9,3,0,Medium,Small,No Milk,Colombia
46,10,1,1,Light,Large,Whole Milk,Colombia
46,10,2,0,Dark,Small,Whole Milk,Colombia
46,10,3,0,Dark,Small,Oat Milk,Brazil
47,1,1,0,Medium,Medium,Whole Milk,Brazil
47,1,2,0,Medium,Medium,No Milk,Colombia
47,1,3,1,Light,Medium,Oat Milk,Ethiopia
47,2,1,0,Medium,Medium,No Milk,Ethiopia
47,2,2,1,Light,Large,Oat Milk,Colombia
47,2,3,0,Light,Small,Whole Milk,Ethiopia
47,3,1,0,Dark,Small,Oat Milk,Brazil
47,3,2,1,Light,Small,No Milk,Brazil
47,3,3,0,Medium,Small,Oat Milk,Colombia
47,4,1,0,Light,Small,Whole Milk,Ethiopia
47,4,2,0,Dark,Medium,Oat Milk,Brazil
47,4,3,1,Dark,Medium,Oat Milk,Ethiopia
47,5,1,0,Dark,Small,Whole Milk,Colombia
47,5,2,1,Dark,Medium,No Milk,Brazil
47,5,3,0,Medium,Medium,Whole Milk,Ethiopia
47,6,1,1,Dark,Large,No Milk,Ethiopia
47,6,2,0,Medium,Small,Oat Milk,Ethiopia
47,6,3,0,Light,Large,No Milk,Ethiopia
47,7,1,1,Medium,Large,Oat Milk,Colombia
47,7,2,0,Medium,Medium,No Milk,Brazil
47,7,3,0,Light,Small,No Milk,Colombia
47,8,1,0,Dark,Small,Oat Milk,Ethiopia
47,8,2,1,Dark,Large,Oat Milk,Ethiopia
47,8,3,0,Medium,Small,No Milk,Ethiopia
47,9,1,0,Dark,Small,Oat Milk,Colombia
47,9,2,1,Dark,Large,Whole Milk,Ethiopia
47,9,3,0,Dark,Small,Whole Milk,Brazil
47,10,1,0,Light,Small,Whole Milk,Colombia
47,10,2,0,Light,Medium,Whole Milk,Colombia
47,10,3,1,Dark,Small,No Milk,Colombia
48,1,1,0,Dark,Small,No Milk,Colombia
48,1,2,0,Dark,Large,Oat Milk,Ethiopia
48,1,3,1,Dark,Large,Whole Milk,Colombia
48,2,1,1,Light,Small,Whole Milk,Colombia
48,2,2,0,Light,Medium,No Milk,Ethiopia
48,2,3,0,Medium,Large,No Milk,Ethiopia
48,3,1,1,Dark,Small,No Milk,Colombia
48,3,2,0,Dark,Large,Oat Milk,Colombia
48,3,3,0,Medium,Small,No Milk,Colombia
48,4,1,1,Light,Large,Whole Milk,Brazil
48,4,2,0,Medium,Large,Oat Milk,Brazil
48,4,3,0,Light,Large,Oat Milk,Brazil
48,5,1,0,Light,Small,Whole Milk,Brazil
48,5,2,1,Light,Large,Oat Milk,Brazil
48,5,3,0,Dark,Medium,Oat Milk,Ethiopia
48,6,1,1,Light,Small,No Milk,Brazil
48,6,2,0,Dark,Medium,Whole Milk,Brazil
48,6,3,0,Dark,Large,No Milk,Ethiopia
48,7,1,1,Light,Small,Whole Milk,Ethiopia
48,7,2,0,Light,Large,No Milk,Colombia
48,7,3,0,Medium,Small,Oat Milk,Ethiopia
48,8,1,0,Medium,Small,No Milk,Brazil
48,8,2,1,Dark,Small,No Milk,Colombia
48,8,3,0,Light,Small,No Milk,Brazil
48,9,1,1,Dark,Medium,Oat Milk,Colombia
48,9,2,0,Medium,Small,No Milk,Ethiopia
48,9,3,0,Light,Large,Oat Milk,Colombia
48,10,1,0,Light,Small,Oat Milk,Brazil
48,10,2,0,Medium,Small,No Milk,Brazil
48,10,3,1,Medium,Medium,No Milk,Ethiopia
49,1,1,0,Light,Medium,No Milk,Ethiopia
49,1,2,1,Dark,Large,No Milk,Brazil
49,1,3,0,Light,Small,Oat Milk,Brazil
49,2,1,0,Light,Large,Oat Milk,Ethiopia
49,2,2,0,Dark,Medium,Whole Milk,Colombia
49,2,3,1,Medium,Large,No Milk,Brazil
49,3,1,0,Dark,Small,Oat Milk,Colombia
49,3,2,1,Medium,Large,Whole Milk,Colombia
49,3,3,0,Medium,Medium,Whole Milk,Colombia
49,4,1,0,Light,Small,Whole Milk,Colombia
49,4,2,0,Medium,Small,No Milk,Ethiopia
49,4,3,1,Dark,Small,No Milk,Ethiopia
49,5,1,1,Light,Large,Oat Milk,Brazil
49,5,2,0,Light,Medium,Oat Milk,Colombia
49,5,3,0,Medium,Small,Oat Milk,Brazil
49,6,1,0,Dark,Small,Whole Milk,Colombia
49,6,2,0,Dark,Medium,Whole Milk,Colombia
49,6,3,1,Medium,Large,Whole Milk,Brazil
49,7,1,1,Light,Large,No Milk,Brazil
49,7,2,0,Dark,Small,Whole Milk,Brazil
49,7,3,0,Light,Small,Oat Milk,Ethiopia
49,8,1,0,Light,Medium,Oat Milk,Colombia
49,8,2,1,Dark,Small,Whole Milk,Brazil
49,8,3,0,Light,Medium,No Milk,Brazil
49,9,1,0,Medium,Large,Whole Milk,Brazil
49,9,2,1,Dark,Small,Oat Milk,Ethiopia
49,9,3,0,Dark,Large,Oat Milk,Ethiopia
49,10,1,0,Medium,Medium,Oat Milk,Ethiopia
49,10,2,0,Light,Medium,Whole Milk,Brazil
49,10,3,1,Dark,Medium,Oat Milk,Brazil
50,1,1,0,Light,Small,No Milk,Ethiopia
50,1,2,0,Light,Medium,No Milk,Colombia
50,1,3,1,Dark,Small,Oat Milk,Ethiopia
50,2,1,0,Dark,Small,Oat Milk,Ethiopia
50,2,2,1,Dark,Large,No Milk,Ethiopia
50,2,3,0,Light,Small,Whole Milk,Brazil
50,3,1,1,Dark,Medium,Whole Milk,Brazil
50,3,2,0,Medium,Large,Whole Milk,Brazil
50,3,3,0,Dark,Medium,Oat Milk,Ethiopia
50,4,1,0,Medium,Small,Oat Milk,Colombia
50,4,2,0,Medium,Small,No Milk,Ethiopia
50,4,3,1,Light,Large,No Milk,Brazil
50,5,1,1,Light,Small,Whole Milk,Brazil
50,5,2,0,Light,Small,No Milk,Colombia
50,5,3,0,Medium,Large,No Milk,Ethiopia
50,6,1,0,Light,Small,Whole Milk,Brazil
50,6,2,0,Medium,Medium,No Milk,Ethiopia
50,6,3,1,Light,Large,Oat Milk,Colombia
50,7,1,0,Medium,Medium,No Milk,Ethiopia
50,7,2,1,Light,Small,Whole Milk,Brazil
50,7,3,0,Medium,Large,Whole Milk,Ethiopia
50,8,1,1,Medium,Large,Whole Milk,Colombia
50,8,2,0,Dark,Medium,Oat Milk,Brazil
50,8,3,0,Medium,Small,No Milk,Brazil
50,9,1,1,Medium,Small,Oat Milk,Brazil
50,9,2,0,Medium,Medium,No Milk,Ethiopia
50,9,3,0,Dark,Small,Whole Milk,Brazil
50,10,1,0,Medium,Small,No Milk,Colombia
50,10,2,1,Medium,Large,Whole Milk,Colombia
50,10,3,0,Medium,Small,Oat Milk,Ethiopia
51,1,1,0,Medium,Medium,Whole Milk,Colombia
51,1,2,1,Medium,Large,Oat Milk,Ethiopia
51,1,3,0,Dark,Medium,Whole Milk,Ethiopia
51,2,1,0,Dark,Large,No Milk,Colombia
51,2,2,1,Medium,Large,Oat Milk,Colombia
51,2,3,0,Dark,Medium,No Milk,Colombia
51,3,1,0,Medium,Medium,No Milk,Brazil
51,3,2,0,Dark,Small,No Milk,Colombia
51,3,3,1,Medium,Large,Oat Milk,Colombia
51,4,1,1,Medium,Large,Oat Milk,Ethiopia
51,4,2,0,Medium,Small,No Milk,Colombia
51,4,3,0,Medium,Large,Whole Milk,Ethiopia
51,5,1,0,Dark,Medium,Oat Milk,Colombia
51,5,2,0,Dark,Large,No Milk,Colombia
51,5,3,1,Medium,Medium,No Milk,Brazil
51,6,1,1,Dark,Medium,Whole Milk,Ethiopia
51,6,2,0,Dark,Large,Oat Milk,Brazil
51,6,3,0,Medium,Large,Whole Milk,Brazil
51,7,1,0,Medium,Small,Whole Milk,Colombia
51,7,2,0,Medium,Large,No Milk,Ethiopia
51,7,3,1,Medium,Medium,Oat Milk,Brazil
51,8,1,1,Medium,Small,Oat Milk,Ethiopia
51,8,2,0,Light,Large,No Milk,Brazil
51,8,3,0,Light,Large,No Milk,Brazil
51,9,1,1,Medium,Large,Oat Milk,Ethiopia
51,9,2,0,Dark,Medium,No Milk,Brazil
51,9,3,0,Light,Small,No Milk,Brazil
51,10,1,0,Medium,Medium,Oat Milk,Colombia
51,10,2,0,Light,Large,No Milk,Colombia
51,10,3,1,Dark,Large,Whole Milk,Brazil
52,1,1,0,Dark,Medium,No Milk,Ethiopia
52,1,2,1,Dark,Large,Oat Milk,Colombia
52,1,3,0,Light,Large,No Milk,Colombia
52,2,1,0,Dark,Small,Whole Milk,Colombia
52,2,2,0,Light,Small,No Milk,Ethiopia
52,2,3,1,Light,Small,No Milk,Ethiopia
52,3,1,0,Light,Small,No Milk,Colombia
52,3,2,1,Dark,Large,No Milk,Ethiopia
52,3,3,0,Medium,Small,No Milk,Ethiopia
52,4,1,0,Light,Small,Whole Milk,Colombia
52,4,2,0,Light,Small,Whole Milk,Ethiopia
52,4,3,1,Light,Large,Oat Milk,Brazil
52,5,1,0,Light,Large,Whole Milk,Brazil
52,5,2,0,Dark,Small,No Milk,Brazil
52,5,3,1,Dark,Small,Whole Milk,Colombia
52,6,1,0,Light,Large,No Milk,Brazil
52,6,2,0,Light,Large,Whole Milk,Ethiopia
52,6,3,1,Dark,Small,Oat Milk,Brazil
